"log_date","app_name","action_name","user_id","count"
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
"700718760","game-01","battle",3583,1
