"log_date","app_name","action_name","user_id","battle_count"
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,5
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,3
"703196401","game-01","battle",1902,5
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,3
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,3
"703196401","game-01","battle",1902,4
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,7
"703196401","game-01","battle",1902,2
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,1
"703196401","game-01","battle",1902,3
