"log_date"	"app_name"	"user_id"	"payment"
"2013-07-12"	"game-01"	183356	162
"2013-07-12"	"game-01"	183356	571
"2013-07-12"	"game-01"	183356	81
"2013-07-12"	"game-01"	804005	762
"2013-07-12"	"game-01"	692383	162
"2013-07-12"	"game-01"	18886	1333
"2013-07-12"	"game-01"	335976	81
"2013-07-12"	"game-01"	372321	81
"2013-07-12"	"game-01"	372321	81
"2013-07-12"	"game-01"	357290	81
"2013-07-12"	"game-01"	646166	81
"2013-07-12"	"game-01"	734110	762
"2013-07-12"	"game-01"	734110	571
"2013-07-12"	"game-01"	638631	81
"2013-07-12"	"game-01"	638631	162
