"log_date","app_name","action_name","user_id","count"
"2013-06-01","game-01","help",6,3
"2013-06-01","game-01","help",8,13
"2013-06-01","game-01","help",10,3
"2013-06-01","game-01","help",13,51
"2013-06-01","game-01","help",28,6
"2013-06-01","game-01","help",44,27
"2013-06-01","game-01","help",133,19
"2013-06-01","game-01","help",164,8
"2013-06-01","game-01","help",204,4
"2013-06-01","game-01","help",269,9
"2013-06-01","game-01","help",301,9
"2013-06-01","game-01","help",319,4
"2013-06-01","game-01","help",322,2
"2013-06-01","game-01","help",377,5
"2013-06-01","game-01","help",457,60
"2013-06-01","game-01","help",474,4
"2013-06-01","game-01","help",480,13
"2013-06-01","game-01","help",484,11
"2013-06-01","game-01","help",487,3
"2013-06-01","game-01","help",509,9
"2013-06-01","game-01","help",529,1
"2013-06-01","game-01","help",564,5
"2013-06-01","game-01","help",606,11
"2013-06-01","game-01","help",614,7
"2013-06-01","game-01","help",692,13
"2013-06-01","game-01","help",700,10
"2013-06-01","game-01","help",759,5
"2013-06-01","game-01","help",763,12
"2013-06-01","game-01","help",775,26
"2013-06-01","game-01","help",851,4
"2013-06-01","game-01","help",861,1
"2013-06-01","game-01","help",870,6
"2013-06-01","game-01","help",912,2
"2013-06-01","game-01","help",925,20
"2013-06-01","game-01","help",941,1
"2013-06-01","game-01","help",967,1
"2013-06-01","game-01","help",972,9
"2013-06-01","game-01","help",974,11
"2013-06-01","game-01","help",988,4
"2013-06-01","game-01","help",999,15
"2013-06-01","game-01","help",1058,12
"2013-06-01","game-01","help",1087,9
"2013-06-01","game-01","help",1102,5
"2013-06-01","game-01","help",1104,4
"2013-06-01","game-01","help",1107,5
"2013-06-01","game-01","help",1111,3
"2013-06-01","game-01","help",1119,3
"2013-06-01","game-01","help",1121,24
"2013-06-01","game-01","help",1128,10
"2013-06-01","game-01","help",1136,14
"2013-06-01","game-01","help",1148,4
"2013-06-01","game-01","help",1158,6
"2013-06-01","game-01","help",1160,4
"2013-06-01","game-01","help",1164,8
"2013-06-01","game-01","help",1165,9
"2013-06-01","game-01","help",1167,13
"2013-06-01","game-01","help",1184,12
"2013-06-01","game-01","help",1189,19
"2013-06-01","game-01","help",1204,9
"2013-06-01","game-01","help",1219,3
"2013-06-01","game-01","help",1231,6
"2013-06-01","game-01","help",1250,10
"2013-06-01","game-01","help",1259,3
"2013-06-01","game-01","help",1269,7
"2013-06-01","game-01","help",1282,6
"2013-06-01","game-01","help",1295,1
"2013-06-01","game-01","help",1321,6
"2013-06-01","game-01","help",1352,3
"2013-06-01","game-01","help",1359,8
"2013-06-01","game-01","help",1369,1
"2013-06-01","game-01","help",1396,6
"2013-06-01","game-01","help",1400,3
"2013-06-01","game-01","help",1412,10
"2013-06-01","game-01","help",1469,6
"2013-06-01","game-01","help",1481,8
"2013-06-01","game-01","help",1484,9
"2013-06-01","game-01","help",1512,4
"2013-06-01","game-01","help",1544,2
"2013-06-01","game-01","help",1548,7
"2013-06-01","game-01","help",1549,4
"2013-06-01","game-01","help",1561,4
"2013-06-01","game-01","help",1571,1
"2013-06-01","game-01","help",1611,27
"2013-06-01","game-01","help",1614,4
"2013-06-01","game-01","help",1636,11
"2013-06-01","game-01","help",1637,3
"2013-06-01","game-01","help",1640,17
"2013-06-01","game-01","help",1643,1
"2013-06-01","game-01","help",1644,1
"2013-06-01","game-01","help",1648,7
"2013-06-01","game-01","help",1661,10
"2013-06-01","game-01","help",1668,1
"2013-06-01","game-01","help",1669,4
"2013-06-01","game-01","help",1694,16
"2013-06-01","game-01","help",1717,1
"2013-06-01","game-01","help",1726,5
"2013-06-01","game-01","help",1748,15
"2013-06-01","game-01","help",1753,8
"2013-06-01","game-01","help",1758,3
"2013-06-01","game-01","help",1760,1
"2013-06-01","game-01","help",1769,7
"2013-06-01","game-01","help",1775,3
"2013-06-01","game-01","help",1786,2
"2013-06-01","game-01","help",1789,1
"2013-06-01","game-01","help",1792,9
"2013-06-01","game-01","help",1793,2
"2013-06-01","game-01","help",1794,3
