"log_date"	"app_name"	"user_id"	"payment"
"2013-07-13"	"game-01"	698195	1142
"2013-07-13"	"game-01"	804005	762
"2013-07-13"	"game-01"	692383	162
"2013-07-13"	"game-01"	781386	571
"2013-07-13"	"game-01"	781386	571
"2013-07-13"	"game-01"	713557	162
"2013-07-13"	"game-01"	347231	162
"2013-07-13"	"game-01"	347231	81
"2013-07-13"	"game-01"	288034	571
"2013-07-13"	"game-01"	288034	81
"2013-07-13"	"game-01"	734110	571
"2013-07-13"	"game-01"	734110	571
"2013-07-13"	"game-01"	5989	571
"2013-07-13"	"game-01"	5989	1333
"2013-07-13"	"game-01"	323087	81
"2013-07-13"	"game-01"	128229	243
"2013-07-13"	"game-01"	549194	162
"2013-07-13"	"game-01"	26623	162
