"log_date"	"app_name"	"user_id"	"payment"
"2013-10-08"	"game-01"	696807	162
"2013-10-08"	"game-01"	696807	666
"2013-10-08"	"game-01"	696807	571
"2013-10-08"	"game-01"	748904	571
"2013-10-08"	"game-01"	748904	571
"2013-10-08"	"game-01"	213086	81
"2013-10-08"	"game-01"	981274	162
"2013-10-08"	"game-01"	432284	81
"2013-10-08"	"game-01"	196570	1429
"2013-10-08"	"game-01"	430129	81
"2013-10-08"	"game-01"	120216	2571
"2013-10-08"	"game-01"	143553	333
"2013-10-08"	"game-01"	401902	1333
"2013-10-08"	"game-01"	445873	81
"2013-10-08"	"game-01"	290307	1429
"2013-10-08"	"game-01"	958857	1333
"2013-10-08"	"game-01"	26623	81
