"log_date","app_name","action_name","user_id","battle_count"
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,8
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,4
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,4
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,3
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,52
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,12
"11398101","game-01","battle",2794,5
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,3
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,7
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,5
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,3
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,9
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,3
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,6
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,10
"11398101","game-01","battle",2794,2
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,1
"11398101","game-01","battle",2794,2
