"log_date","app_name","action_name","user_id","count"
"2013-07-12","game-01","message",13,5
"2013-07-12","game-01","message",44,2
"2013-07-12","game-01","message",204,1
"2013-07-12","game-01","message",301,1
"2013-07-12","game-01","message",457,4
"2013-07-12","game-01","message",458,1
"2013-07-12","game-01","message",484,1
"2013-07-12","game-01","message",692,1
"2013-07-12","game-01","message",778,3
"2013-07-12","game-01","message",1104,1
"2013-07-12","game-01","message",1158,1
"2013-07-12","game-01","message",1184,1
"2013-07-12","game-01","message",1369,1
"2013-07-12","game-01","message",1590,1
"2013-07-12","game-01","message",1636,4
"2013-07-12","game-01","message",2155,2
"2013-07-12","game-01","message",2185,1
"2013-07-12","game-01","message",2191,7
"2013-07-12","game-01","message",2265,2
"2013-07-12","game-01","message",2395,1
"2013-07-12","game-01","message",2500,1
"2013-07-12","game-01","message",2668,14
"2013-07-12","game-01","message",2716,2
"2013-07-12","game-01","message",2739,1
"2013-07-12","game-01","message",2755,1
"2013-07-12","game-01","message",2756,1
"2013-07-12","game-01","message",2757,1
"2013-07-12","game-01","message",2758,1
"2013-07-12","game-01","message",2759,10
"2013-07-12","game-01","message",2760,2
"2013-07-12","game-01","message",2762,1
