"log_date"	"app_name"	"user_id"	"payment"
"2013-06-13"	"game-01"	698195	1333
"2013-06-13"	"game-01"	698195	1333
"2013-06-13"	"game-01"	804005	1333
"2013-06-13"	"game-01"	5332	1333
"2013-06-13"	"game-01"	18282	162
"2013-06-13"	"game-01"	103581	81
"2013-06-13"	"game-01"	103581	81
"2013-06-13"	"game-01"	604555	81
"2013-06-13"	"game-01"	140581	571
"2013-06-13"	"game-01"	285333	81
"2013-06-13"	"game-01"	994851	81
"2013-06-13"	"game-01"	163662	571
"2013-06-13"	"game-01"	749959	571
"2013-06-13"	"game-01"	749959	81
