"log_date"	"app_name"	"user_id"	"payment"
"2013-08-18"	"game-01"	776853	571
"2013-08-18"	"game-01"	219501	81
"2013-08-18"	"game-01"	698195	162
"2013-08-18"	"game-01"	698195	81
"2013-08-18"	"game-01"	804005	1333
"2013-08-18"	"game-01"	518124	571
"2013-08-18"	"game-01"	518124	1142
"2013-08-18"	"game-01"	518124	81
"2013-08-18"	"game-01"	768586	571
"2013-08-18"	"game-01"	768586	81
"2013-08-18"	"game-01"	768586	324
"2013-08-18"	"game-01"	692383	162
"2013-08-18"	"game-01"	18886	1333
"2013-08-18"	"game-01"	18886	571
"2013-08-18"	"game-01"	18886	571
"2013-08-18"	"game-01"	18886	162
"2013-08-18"	"game-01"	484271	324
"2013-08-18"	"game-01"	555842	162
"2013-08-18"	"game-01"	529714	162
"2013-08-18"	"game-01"	917350	81
"2013-08-18"	"game-01"	804897	162
"2013-08-18"	"game-01"	120216	1333
"2013-08-18"	"game-01"	49270	486
"2013-08-18"	"game-01"	49270	324
"2013-08-18"	"game-01"	49270	486
"2013-08-18"	"game-01"	526252	571
"2013-08-18"	"game-01"	526252	324
"2013-08-18"	"game-01"	288034	162
"2013-08-18"	"game-01"	968360	243
"2013-08-18"	"game-01"	259233	81
"2013-08-18"	"game-01"	26623	81
