"log_date","app_name","action_name","user_id","count"
"2013-08-25","game-01","message",10,2
"2013-08-25","game-01","message",24,1
"2013-08-25","game-01","message",133,15
"2013-08-25","game-01","message",149,1
"2013-08-25","game-01","message",480,4
"2013-08-25","game-01","message",974,1
"2013-08-25","game-01","message",999,1
"2013-08-25","game-01","message",1636,1
"2013-08-25","game-01","message",1818,1
"2013-08-25","game-01","message",2060,1
"2013-08-25","game-01","message",2344,2
"2013-08-25","game-01","message",2678,2
"2013-08-25","game-01","message",2681,1
"2013-08-25","game-01","message",2716,2
"2013-08-25","game-01","message",2793,1
"2013-08-25","game-01","message",2900,1
"2013-08-25","game-01","message",3398,12
"2013-08-25","game-01","message",3403,1
"2013-08-25","game-01","message",3839,1
"2013-08-25","game-01","message",3857,1
"2013-08-25","game-01","message",3890,4
"2013-08-25","game-01","message",4103,6
"2013-08-25","game-01","message",4192,1
"2013-08-25","game-01","message",4396,1
"2013-08-25","game-01","message",4421,2
"2013-08-25","game-01","message",4520,3
"2013-08-25","game-01","message",4547,1
"2013-08-25","game-01","message",4618,7
"2013-08-25","game-01","message",4633,4
"2013-08-25","game-01","message",4638,4
"2013-08-25","game-01","message",4640,26
"2013-08-25","game-01","message",4645,11
"2013-08-25","game-01","message",4652,5
"2013-08-25","game-01","message",4653,1
"2013-08-25","game-01","message",4654,1
"2013-08-25","game-01","message",4655,3
"2013-08-25","game-01","message",4657,1
"2013-08-25","game-01","message",4658,1
"2013-08-25","game-01","message",4659,1
"2013-08-25","game-01","message",4662,5
