"log_date"	"app_name"	"user_id"	"payment"
"2013-06-28"	"game-01"	804005	1333
"2013-06-28"	"game-01"	692383	81
"2013-06-28"	"game-01"	596056	81
"2013-06-28"	"game-01"	596056	81
"2013-06-28"	"game-01"	570270	1333
"2013-06-28"	"game-01"	414531	324
"2013-06-28"	"game-01"	604555	81
"2013-06-28"	"game-01"	266848	2571
"2013-06-28"	"game-01"	266848	1333
"2013-06-28"	"game-01"	266848	162
"2013-06-28"	"game-01"	266848	571
"2013-06-28"	"game-01"	646166	81
"2013-06-28"	"game-01"	731348	162
"2013-06-28"	"game-01"	5989	571
"2013-06-28"	"game-01"	402790	81
"2013-06-28"	"game-01"	981360	571
"2013-06-28"	"game-01"	411347	648
"2013-06-28"	"game-01"	285333	162
"2013-06-28"	"game-01"	922822	81
"2013-06-28"	"game-01"	211199	571
"2013-06-28"	"game-01"	918669	162
