"log_date"	"app_name"	"user_id"	"payment"
"2013-08-06"	"game-01"	776853	2571
"2013-08-06"	"game-01"	804005	1333
"2013-08-06"	"game-01"	821067	81
"2013-08-06"	"game-01"	32081	162
"2013-08-06"	"game-01"	692383	81
"2013-08-06"	"game-01"	18886	1429
"2013-08-06"	"game-01"	829650	333
"2013-08-06"	"game-01"	611293	81
"2013-08-06"	"game-01"	734110	1333
"2013-08-06"	"game-01"	734110	1429
"2013-08-06"	"game-01"	734110	571
"2013-08-06"	"game-01"	402790	243
"2013-08-06"	"game-01"	625542	571
"2013-08-06"	"game-01"	625542	333
"2013-08-06"	"game-01"	625542	81
"2013-08-06"	"game-01"	336139	162
"2013-08-06"	"game-01"	336139	81
"2013-08-06"	"game-01"	989282	81
"2013-08-06"	"game-01"	402866	81
