"log_date"	"app_name"	"user_id"
"2013-06-09"	"game-01"	404541
"2013-06-09"	"game-01"	131666
"2013-06-09"	"game-01"	776853
"2013-06-09"	"game-01"	933593
"2013-06-09"	"game-01"	525047
"2013-06-09"	"game-01"	113600
"2013-06-09"	"game-01"	184826
"2013-06-09"	"game-01"	280951
"2013-06-09"	"game-01"	216200
"2013-06-09"	"game-01"	776120
"2013-06-09"	"game-01"	692433
"2013-06-09"	"game-01"	693479
"2013-06-09"	"game-01"	107707
"2013-06-09"	"game-01"	202639
"2013-06-09"	"game-01"	892684
"2013-06-09"	"game-01"	747433
"2013-06-09"	"game-01"	969542
"2013-06-09"	"game-01"	121620
"2013-06-09"	"game-01"	10317
"2013-06-09"	"game-01"	527085
"2013-06-09"	"game-01"	820333
"2013-06-09"	"game-01"	684299
"2013-06-09"	"game-01"	711982
"2013-06-09"	"game-01"	464266
"2013-06-09"	"game-01"	715430
"2013-06-09"	"game-01"	325040
"2013-06-09"	"game-01"	832486
"2013-06-09"	"game-01"	869333
"2013-06-09"	"game-01"	345070
"2013-06-09"	"game-01"	583464
"2013-06-09"	"game-01"	658531
"2013-06-09"	"game-01"	705026
"2013-06-09"	"game-01"	75617
"2013-06-09"	"game-01"	943051
"2013-06-09"	"game-01"	661832
"2013-06-09"	"game-01"	604751
"2013-06-09"	"game-01"	119349
"2013-06-09"	"game-01"	369559
"2013-06-09"	"game-01"	353955
"2013-06-09"	"game-01"	471767
"2013-06-09"	"game-01"	331382
"2013-06-09"	"game-01"	603911
"2013-06-09"	"game-01"	671354
"2013-06-09"	"game-01"	172066
"2013-06-09"	"game-01"	838925
"2013-06-09"	"game-01"	455967
"2013-06-09"	"game-01"	50511
"2013-06-09"	"game-01"	785139
"2013-06-09"	"game-01"	369950
"2013-06-09"	"game-01"	343705
"2013-06-09"	"game-01"	700077
"2013-06-09"	"game-01"	230718
"2013-06-09"	"game-01"	660457
"2013-06-09"	"game-01"	145139
"2013-06-09"	"game-01"	899575
"2013-06-09"	"game-01"	604656
"2013-06-09"	"game-01"	762546
"2013-06-09"	"game-01"	761670
"2013-06-09"	"game-01"	732518
"2013-06-09"	"game-01"	294834
"2013-06-09"	"game-01"	703794
"2013-06-09"	"game-01"	144110
"2013-06-09"	"game-01"	190570
"2013-06-09"	"game-01"	698195
"2013-06-09"	"game-01"	889798
"2013-06-09"	"game-01"	33782
"2013-06-09"	"game-01"	624755
"2013-06-09"	"game-01"	804349
"2013-06-09"	"game-01"	400406
"2013-06-09"	"game-01"	335384
"2013-06-09"	"game-01"	645049
"2013-06-09"	"game-01"	652503
"2013-06-09"	"game-01"	479247
"2013-06-09"	"game-01"	981845
"2013-06-09"	"game-01"	648227
"2013-06-09"	"game-01"	224540
"2013-06-09"	"game-01"	222359
"2013-06-09"	"game-01"	229581
"2013-06-09"	"game-01"	688710
"2013-06-09"	"game-01"	46865
"2013-06-09"	"game-01"	134346
"2013-06-09"	"game-01"	858567
"2013-06-09"	"game-01"	659707
"2013-06-09"	"game-01"	691665
"2013-06-09"	"game-01"	700175
"2013-06-09"	"game-01"	751956
"2013-06-09"	"game-01"	92249
"2013-06-09"	"game-01"	306997
"2013-06-09"	"game-01"	225743
"2013-06-09"	"game-01"	134939
"2013-06-09"	"game-01"	956182
"2013-06-09"	"game-01"	43965
"2013-06-09"	"game-01"	943024
"2013-06-09"	"game-01"	734035
"2013-06-09"	"game-01"	542836
"2013-06-09"	"game-01"	346838
"2013-06-09"	"game-01"	781300
"2013-06-09"	"game-01"	366022
"2013-06-09"	"game-01"	513804
"2013-06-09"	"game-01"	759979
"2013-06-09"	"game-01"	251341
"2013-06-09"	"game-01"	513842
"2013-06-09"	"game-01"	659500
"2013-06-09"	"game-01"	496079
"2013-06-09"	"game-01"	992353
"2013-06-09"	"game-01"	145643
"2013-06-09"	"game-01"	90148
"2013-06-09"	"game-01"	73629
"2013-06-09"	"game-01"	833462
"2013-06-09"	"game-01"	315995
"2013-06-09"	"game-01"	93246
"2013-06-09"	"game-01"	804800
"2013-06-09"	"game-01"	108514
"2013-06-09"	"game-01"	58505
"2013-06-09"	"game-01"	260461
"2013-06-09"	"game-01"	564132
"2013-06-09"	"game-01"	801630
"2013-06-09"	"game-01"	353632
"2013-06-09"	"game-01"	739656
"2013-06-09"	"game-01"	425638
"2013-06-09"	"game-01"	245325
"2013-06-09"	"game-01"	599600
"2013-06-09"	"game-01"	413875
"2013-06-09"	"game-01"	627008
"2013-06-09"	"game-01"	668178
"2013-06-09"	"game-01"	709589
"2013-06-09"	"game-01"	732431
"2013-06-09"	"game-01"	688099
"2013-06-09"	"game-01"	870856
"2013-06-09"	"game-01"	87977
"2013-06-09"	"game-01"	402012
"2013-06-09"	"game-01"	180133
"2013-06-09"	"game-01"	180133
"2013-06-09"	"game-01"	773514
"2013-06-09"	"game-01"	205527
"2013-06-09"	"game-01"	810531
"2013-06-09"	"game-01"	67435
"2013-06-09"	"game-01"	67435
"2013-06-09"	"game-01"	784216
"2013-06-09"	"game-01"	824345
"2013-06-09"	"game-01"	62409
"2013-06-09"	"game-01"	482337
"2013-06-09"	"game-01"	816265
"2013-06-09"	"game-01"	652496
"2013-06-09"	"game-01"	368704
"2013-06-09"	"game-01"	804005
"2013-06-09"	"game-01"	408824
"2013-06-09"	"game-01"	576392
"2013-06-09"	"game-01"	755758
"2013-06-09"	"game-01"	932543
"2013-06-09"	"game-01"	525162
"2013-06-09"	"game-01"	623920
"2013-06-09"	"game-01"	578249
"2013-06-09"	"game-01"	921206
"2013-06-09"	"game-01"	994668
"2013-06-09"	"game-01"	419741
"2013-06-09"	"game-01"	906919
"2013-06-09"	"game-01"	13708
"2013-06-09"	"game-01"	593170
"2013-06-09"	"game-01"	787537
"2013-06-09"	"game-01"	785643
"2013-06-09"	"game-01"	814977
"2013-06-09"	"game-01"	119569
"2013-06-09"	"game-01"	693195
"2013-06-09"	"game-01"	632909
"2013-06-09"	"game-01"	537123
"2013-06-09"	"game-01"	790309
"2013-06-09"	"game-01"	390021
"2013-06-09"	"game-01"	518124
"2013-06-09"	"game-01"	302628
"2013-06-09"	"game-01"	321574
"2013-06-09"	"game-01"	350625
"2013-06-09"	"game-01"	821067
"2013-06-09"	"game-01"	689976
"2013-06-09"	"game-01"	922440
"2013-06-09"	"game-01"	169183
"2013-06-09"	"game-01"	461804
"2013-06-09"	"game-01"	249174
"2013-06-09"	"game-01"	320747
"2013-06-09"	"game-01"	184158
"2013-06-09"	"game-01"	557189
"2013-06-09"	"game-01"	467698
"2013-06-09"	"game-01"	937384
"2013-06-09"	"game-01"	771565
"2013-06-09"	"game-01"	32081
"2013-06-09"	"game-01"	716902
"2013-06-09"	"game-01"	938479
"2013-06-09"	"game-01"	731290
"2013-06-09"	"game-01"	508221
"2013-06-09"	"game-01"	377637
"2013-06-09"	"game-01"	666399
"2013-06-09"	"game-01"	70844
"2013-06-09"	"game-01"	426497
"2013-06-09"	"game-01"	748904
"2013-06-09"	"game-01"	528579
"2013-06-09"	"game-01"	433491
"2013-06-09"	"game-01"	174141
"2013-06-09"	"game-01"	992524
"2013-06-09"	"game-01"	590716
"2013-06-09"	"game-01"	852693
"2013-06-09"	"game-01"	518942
"2013-06-09"	"game-01"	570151
"2013-06-09"	"game-01"	586840
"2013-06-09"	"game-01"	393362
"2013-06-09"	"game-01"	927874
"2013-06-09"	"game-01"	851661
"2013-06-09"	"game-01"	536404
"2013-06-09"	"game-01"	518145
"2013-06-09"	"game-01"	730134
"2013-06-09"	"game-01"	349149
"2013-06-09"	"game-01"	719964
"2013-06-09"	"game-01"	170099
"2013-06-09"	"game-01"	192205
"2013-06-09"	"game-01"	525862
"2013-06-09"	"game-01"	906703
"2013-06-09"	"game-01"	289140
"2013-06-09"	"game-01"	847232
"2013-06-09"	"game-01"	66871
"2013-06-09"	"game-01"	66871
"2013-06-09"	"game-01"	83758
"2013-06-09"	"game-01"	637647
"2013-06-09"	"game-01"	874006
"2013-06-09"	"game-01"	105678
"2013-06-09"	"game-01"	53730
"2013-06-09"	"game-01"	258421
"2013-06-09"	"game-01"	855192
"2013-06-09"	"game-01"	972935
"2013-06-09"	"game-01"	234909
"2013-06-09"	"game-01"	796946
"2013-06-09"	"game-01"	548038
"2013-06-09"	"game-01"	213086
"2013-06-09"	"game-01"	889193
"2013-06-09"	"game-01"	2076
"2013-06-09"	"game-01"	393700
"2013-06-09"	"game-01"	790039
"2013-06-09"	"game-01"	2352
"2013-06-09"	"game-01"	339579
"2013-06-09"	"game-01"	465131
"2013-06-09"	"game-01"	623883
"2013-06-09"	"game-01"	443637
"2013-06-09"	"game-01"	134073
"2013-06-09"	"game-01"	149113
"2013-06-09"	"game-01"	350191
"2013-06-09"	"game-01"	784126
"2013-06-09"	"game-01"	258714
"2013-06-09"	"game-01"	698577
"2013-06-09"	"game-01"	832972
"2013-06-09"	"game-01"	881464
"2013-06-09"	"game-01"	418699
"2013-06-09"	"game-01"	466035
"2013-06-09"	"game-01"	757014
"2013-06-09"	"game-01"	499961
"2013-06-09"	"game-01"	941996
"2013-06-09"	"game-01"	501574
"2013-06-09"	"game-01"	666176
"2013-06-09"	"game-01"	752765
"2013-06-09"	"game-01"	666141
"2013-06-09"	"game-01"	818247
"2013-06-09"	"game-01"	211162
"2013-06-09"	"game-01"	5332
"2013-06-09"	"game-01"	690847
"2013-06-09"	"game-01"	487780
"2013-06-09"	"game-01"	46340
"2013-06-09"	"game-01"	187876
"2013-06-09"	"game-01"	605469
"2013-06-09"	"game-01"	505683
"2013-06-09"	"game-01"	598954
"2013-06-09"	"game-01"	37012
"2013-06-09"	"game-01"	340666
"2013-06-09"	"game-01"	48792
"2013-06-09"	"game-01"	294906
"2013-06-09"	"game-01"	763763
"2013-06-09"	"game-01"	700260
"2013-06-09"	"game-01"	278135
"2013-06-09"	"game-01"	800412
"2013-06-09"	"game-01"	436153
"2013-06-09"	"game-01"	915470
"2013-06-09"	"game-01"	726828
"2013-06-09"	"game-01"	40232
"2013-06-09"	"game-01"	50551
"2013-06-09"	"game-01"	171255
"2013-06-09"	"game-01"	700642
"2013-06-09"	"game-01"	468372
"2013-06-09"	"game-01"	312820
"2013-06-09"	"game-01"	710534
"2013-06-09"	"game-01"	109393
"2013-06-09"	"game-01"	983332
"2013-06-09"	"game-01"	433553
"2013-06-09"	"game-01"	640354
"2013-06-09"	"game-01"	682333
"2013-06-09"	"game-01"	663862
"2013-06-09"	"game-01"	655699
"2013-06-09"	"game-01"	853948
"2013-06-09"	"game-01"	856425
"2013-06-09"	"game-01"	353599
"2013-06-09"	"game-01"	254578
"2013-06-09"	"game-01"	748797
"2013-06-09"	"game-01"	184155
"2013-06-09"	"game-01"	672487
"2013-06-09"	"game-01"	143303
"2013-06-09"	"game-01"	942409
"2013-06-09"	"game-01"	597326
"2013-06-09"	"game-01"	473727
"2013-06-09"	"game-01"	841926
"2013-06-09"	"game-01"	42030
"2013-06-09"	"game-01"	16108
"2013-06-09"	"game-01"	366143
"2013-06-09"	"game-01"	952780
"2013-06-09"	"game-01"	521037
"2013-06-09"	"game-01"	388685
"2013-06-09"	"game-01"	810562
"2013-06-09"	"game-01"	97521
"2013-06-09"	"game-01"	692383
"2013-06-09"	"game-01"	50670
"2013-06-09"	"game-01"	527054
"2013-06-09"	"game-01"	306152
"2013-06-09"	"game-01"	942571
"2013-06-09"	"game-01"	62903
"2013-06-09"	"game-01"	31470
"2013-06-09"	"game-01"	11532
"2013-06-09"	"game-01"	436759
"2013-06-09"	"game-01"	526626
"2013-06-09"	"game-01"	526626
"2013-06-09"	"game-01"	110028
"2013-06-09"	"game-01"	626773
"2013-06-09"	"game-01"	818685
"2013-06-09"	"game-01"	624654
"2013-06-09"	"game-01"	757576
"2013-06-09"	"game-01"	343357
"2013-06-09"	"game-01"	929988
"2013-06-09"	"game-01"	21056
"2013-06-09"	"game-01"	841116
"2013-06-09"	"game-01"	660513
"2013-06-09"	"game-01"	762063
