"log_date"	"app_name"	"user_id"	"payment"
"2013-10-16"	"game-01"	698195	486
"2013-10-16"	"game-01"	698195	1333
"2013-10-16"	"game-01"	696807	571
"2013-10-16"	"game-01"	696807	571
"2013-10-16"	"game-01"	748904	571
"2013-10-16"	"game-01"	432284	81
"2013-10-16"	"game-01"	389492	571
"2013-10-16"	"game-01"	926293	324
"2013-10-16"	"game-01"	926293	162
"2013-10-16"	"game-01"	429658	81
"2013-10-16"	"game-01"	952227	162
"2013-10-16"	"game-01"	270925	81
"2013-10-16"	"game-01"	559039	81
"2013-10-16"	"game-01"	830485	81
"2013-10-16"	"game-01"	912996	1333
"2013-10-16"	"game-01"	912996	1333
"2013-10-16"	"game-01"	401902	1333
"2013-10-16"	"game-01"	401902	324
"2013-10-16"	"game-01"	401902	2571
"2013-10-16"	"game-01"	600591	162
"2013-10-16"	"game-01"	664370	81
"2013-10-16"	"game-01"	625542	571
"2013-10-16"	"game-01"	625542	81
"2013-10-16"	"game-01"	625542	571
"2013-10-16"	"game-01"	259233	81
"2013-10-16"	"game-01"	11595	81
"2013-10-16"	"game-01"	11595	162
