"log_date","app_name","action_name","user_id","count"
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,3
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,4
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,2
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
"702501749","game-01","battle",1143,1
