"log_date"	"app_name"	"user_id"	"payment"
"2013-09-17"	"game-01"	698195	81
"2013-09-17"	"game-01"	141168	81
"2013-09-17"	"game-01"	696807	571
"2013-09-17"	"game-01"	696807	243
"2013-09-17"	"game-01"	696807	571
"2013-09-17"	"game-01"	696807	81
"2013-09-17"	"game-01"	696807	333
"2013-09-17"	"game-01"	748904	333
"2013-09-17"	"game-01"	18886	567
"2013-09-17"	"game-01"	484271	81
"2013-09-17"	"game-01"	196570	81
"2013-09-17"	"game-01"	923467	1429
"2013-09-17"	"game-01"	570270	2571
"2013-09-17"	"game-01"	570270	2858
"2013-09-17"	"game-01"	414531	81
"2013-09-17"	"game-01"	118158	81
"2013-09-17"	"game-01"	367093	2571
"2013-09-17"	"game-01"	49270	1429
"2013-09-17"	"game-01"	49270	324
"2013-09-17"	"game-01"	600591	81
"2013-09-17"	"game-01"	600591	162
"2013-09-17"	"game-01"	5989	1333
"2013-09-17"	"game-01"	826697	81
"2013-09-17"	"game-01"	625542	333
"2013-09-17"	"game-01"	259233	333
"2013-09-17"	"game-01"	733887	1429
"2013-09-17"	"game-01"	343805	81
"2013-09-17"	"game-01"	800232	81
"2013-09-17"	"game-01"	966836	1333
"2013-09-17"	"game-01"	966836	1333
"2013-09-17"	"game-01"	169662	81
"2013-09-17"	"game-01"	964100	1429
"2013-09-17"	"game-01"	638631	81
"2013-09-17"	"game-01"	26623	81
"2013-09-17"	"game-01"	26623	162
