"log_date"	"app_name"	"user_id"	"payment"
"2013-07-27"	"game-01"	776853	162
"2013-07-27"	"game-01"	776853	1333
"2013-07-27"	"game-01"	224645	81
"2013-07-27"	"game-01"	343705	81
"2013-07-27"	"game-01"	698195	1333
"2013-07-27"	"game-01"	698195	1333
"2013-07-27"	"game-01"	698195	324
"2013-07-27"	"game-01"	698195	571
"2013-07-27"	"game-01"	183356	81
"2013-07-27"	"game-01"	164018	81
"2013-07-27"	"game-01"	164018	571
"2013-07-27"	"game-01"	164018	81
"2013-07-27"	"game-01"	164018	81
"2013-07-27"	"game-01"	321574	81
"2013-07-27"	"game-01"	128003	81
"2013-07-27"	"game-01"	184158	81
"2013-07-27"	"game-01"	748904	81
"2013-07-27"	"game-01"	407267	81
"2013-07-27"	"game-01"	110028	81
"2013-07-27"	"game-01"	377104	81
"2013-07-27"	"game-01"	601302	81
"2013-07-27"	"game-01"	429098	81
"2013-07-27"	"game-01"	196570	81
"2013-07-27"	"game-01"	414531	81
"2013-07-27"	"game-01"	829650	81
"2013-07-27"	"game-01"	617295	81
"2013-07-27"	"game-01"	714368	81
"2013-07-27"	"game-01"	822191	81
"2013-07-27"	"game-01"	234564	81
"2013-07-27"	"game-01"	574596	81
"2013-07-27"	"game-01"	821339	567
"2013-07-27"	"game-01"	622770	243
"2013-07-27"	"game-01"	860154	81
"2013-07-27"	"game-01"	146069	81
"2013-07-27"	"game-01"	49270	81
"2013-07-27"	"game-01"	646166	81
"2013-07-27"	"game-01"	19115	571
"2013-07-27"	"game-01"	288034	81
"2013-07-27"	"game-01"	734110	81
"2013-07-27"	"game-01"	734110	1333
"2013-07-27"	"game-01"	734110	1333
"2013-07-27"	"game-01"	600591	81
"2013-07-27"	"game-01"	600591	1333
"2013-07-27"	"game-01"	600591	81
"2013-07-27"	"game-01"	600591	81
"2013-07-27"	"game-01"	60643	81
"2013-07-27"	"game-01"	259233	81
"2013-07-27"	"game-01"	211199	81
"2013-07-27"	"game-01"	211199	81
"2013-07-27"	"game-01"	356155	81
"2013-07-27"	"game-01"	638631	162
"2013-07-27"	"game-01"	638631	243
"2013-07-27"	"game-01"	546748	81
