"log_date"	"app_name"	"user_id"	"payment"
"2013-07-22"	"game-01"	397698	571
"2013-07-22"	"game-01"	397698	333
"2013-07-22"	"game-01"	818870	81
"2013-07-22"	"game-01"	698195	1429
"2013-07-22"	"game-01"	183356	810
"2013-07-22"	"game-01"	804005	571
"2013-07-22"	"game-01"	692383	333
"2013-07-22"	"game-01"	18886	762
"2013-07-22"	"game-01"	121544	324
"2013-07-22"	"game-01"	323399	333
"2013-07-22"	"game-01"	854994	162
"2013-07-22"	"game-01"	734110	1333
"2013-07-22"	"game-01"	600591	333
"2013-07-22"	"game-01"	336139	81
"2013-07-22"	"game-01"	720183	81
"2013-07-22"	"game-01"	981360	571
"2013-07-22"	"game-01"	638631	762
