"log_date"	"app_name"	"user_id"	"payment"
"2013-07-28"	"game-01"	776853	162
"2013-07-28"	"game-01"	818870	162
"2013-07-28"	"game-01"	698195	324
"2013-07-28"	"game-01"	184158	81
"2013-07-28"	"game-01"	32081	81
"2013-07-28"	"game-01"	748904	81
"2013-07-28"	"game-01"	748904	162
"2013-07-28"	"game-01"	484271	571
"2013-07-28"	"game-01"	484271	571
"2013-07-28"	"game-01"	477047	81
"2013-07-28"	"game-01"	921809	81
"2013-07-28"	"game-01"	276572	81
"2013-07-28"	"game-01"	570270	81
"2013-07-28"	"game-01"	628519	81
"2013-07-28"	"game-01"	821339	81
"2013-07-28"	"game-01"	49270	571
"2013-07-28"	"game-01"	600591	571
"2013-07-28"	"game-01"	600591	324
"2013-07-28"	"game-01"	600591	162
"2013-07-28"	"game-01"	665451	81
"2013-07-28"	"game-01"	178215	81
"2013-07-28"	"game-01"	178215	81
"2013-07-28"	"game-01"	625542	81
"2013-07-28"	"game-01"	336139	81
"2013-07-28"	"game-01"	989282	81
"2013-07-28"	"game-01"	211199	162
"2013-07-28"	"game-01"	966836	243
"2013-07-28"	"game-01"	918669	405
"2013-07-28"	"game-01"	638631	571
"2013-07-28"	"game-01"	638631	81
"2013-07-28"	"game-01"	638631	810
"2013-07-28"	"game-01"	546748	81
