"log_date"	"app_name"	"user_id"	"payment"
"2013-08-10"	"game-01"	698195	1333
"2013-08-10"	"game-01"	698195	1333
"2013-08-10"	"game-01"	18886	1333
"2013-08-10"	"game-01"	431549	1333
"2013-08-10"	"game-01"	288034	571
"2013-08-10"	"game-01"	288034	162
"2013-08-10"	"game-01"	288034	162
"2013-08-10"	"game-01"	529943	81
"2013-08-10"	"game-01"	696594	81
"2013-08-10"	"game-01"	981360	571
"2013-08-10"	"game-01"	811863	162
"2013-08-10"	"game-01"	344580	81
"2013-08-10"	"game-01"	344580	324
"2013-08-10"	"game-01"	834421	81
