"log_date","app_name","action_name","user_id","count"
"2013-08-22","game-01","help",13,19
"2013-08-22","game-01","help",24,2
"2013-08-22","game-01","help",133,34
"2013-08-22","game-01","help",149,1
"2013-08-22","game-01","help",164,3
"2013-08-22","game-01","help",301,1
"2013-08-22","game-01","help",377,18
"2013-08-22","game-01","help",480,7
"2013-08-22","game-01","help",565,4
"2013-08-22","game-01","help",692,38
"2013-08-22","game-01","help",861,2
"2013-08-22","game-01","help",941,3
"2013-08-22","game-01","help",999,34
"2013-08-22","game-01","help",1104,10
"2013-08-22","game-01","help",1143,3
"2013-08-22","game-01","help",1158,3
"2013-08-22","game-01","help",1184,51
"2013-08-22","game-01","help",1189,14
"2013-08-22","game-01","help",1369,2
"2013-08-22","game-01","help",1469,14
"2013-08-22","game-01","help",1481,18
"2013-08-22","game-01","help",1484,6
"2013-08-22","game-01","help",1636,5
"2013-08-22","game-01","help",1789,4
"2013-08-22","game-01","help",1818,12
"2013-08-22","game-01","help",1940,5
"2013-08-22","game-01","help",2060,2
"2013-08-22","game-01","help",2075,13
"2013-08-22","game-01","help",2087,3
"2013-08-22","game-01","help",2181,2
"2013-08-22","game-01","help",2191,5
"2013-08-22","game-01","help",2214,16
"2013-08-22","game-01","help",2344,3
"2013-08-22","game-01","help",2364,2
"2013-08-22","game-01","help",2395,1
"2013-08-22","game-01","help",2495,21
"2013-08-22","game-01","help",2501,5
"2013-08-22","game-01","help",2678,10
"2013-08-22","game-01","help",2681,13
"2013-08-22","game-01","help",2682,1
"2013-08-22","game-01","help",2704,2
"2013-08-22","game-01","help",2786,1
"2013-08-22","game-01","help",2793,4
"2013-08-22","game-01","help",2794,1
"2013-08-22","game-01","help",2900,3
"2013-08-22","game-01","help",2908,4
"2013-08-22","game-01","help",2949,3
"2013-08-22","game-01","help",2975,5
"2013-08-22","game-01","help",3000,11
"2013-08-22","game-01","help",3003,10
"2013-08-22","game-01","help",3057,18
"2013-08-22","game-01","help",3192,1
"2013-08-22","game-01","help",3264,4
"2013-08-22","game-01","help",3361,3
"2013-08-22","game-01","help",3376,1
"2013-08-22","game-01","help",3398,3
"2013-08-22","game-01","help",3403,10
"2013-08-22","game-01","help",3574,5
"2013-08-22","game-01","help",3583,4
"2013-08-22","game-01","help",3624,9
"2013-08-22","game-01","help",3628,7
"2013-08-22","game-01","help",3639,7
"2013-08-22","game-01","help",3703,1
"2013-08-22","game-01","help",3772,17
"2013-08-22","game-01","help",3790,1
"2013-08-22","game-01","help",3807,5
"2013-08-22","game-01","help",3826,8
"2013-08-22","game-01","help",3839,26
"2013-08-22","game-01","help",3857,5
"2013-08-22","game-01","help",3922,9
"2013-08-22","game-01","help",3939,37
"2013-08-22","game-01","help",4103,3
"2013-08-22","game-01","help",4192,4
"2013-08-22","game-01","help",4232,13
"2013-08-22","game-01","help",4396,5
"2013-08-22","game-01","help",4405,2
"2013-08-22","game-01","help",4406,1
"2013-08-22","game-01","help",4421,42
"2013-08-22","game-01","help",4502,3
"2013-08-22","game-01","help",4520,3
"2013-08-22","game-01","help",4526,10
"2013-08-22","game-01","help",4554,3
"2013-08-22","game-01","help",4590,2
"2013-08-22","game-01","help",4592,23
"2013-08-22","game-01","help",4594,3
"2013-08-22","game-01","help",4603,2
"2013-08-22","game-01","help",4604,5
"2013-08-22","game-01","help",4618,25
"2013-08-22","game-01","help",4619,2
"2013-08-22","game-01","help",4622,6
"2013-08-22","game-01","help",4626,3
"2013-08-22","game-01","help",4627,3
