"log_date","app_name","action_name","user_id","battle_count"
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,5
"706485801","game-01","battle",3653,5
"706485801","game-01","battle",3653,3
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,2
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,7
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
"706485801","game-01","battle",3653,1
