"log_date","app_name","action_name","user_id","battle_count"
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,4
"702604101","game-01","battle",1340,2
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,2
"702604101","game-01","battle",1340,2
"702604101","game-01","battle",1340,4
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,2
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,3
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,4
"702604101","game-01","battle",1340,4
"702604101","game-01","battle",1340,12
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
"702604101","game-01","battle",1340,1
