"log_date"	"app_name"	"user_id"	"payment"
"2013-07-04"	"game-01"	804005	571
"2013-07-04"	"game-01"	596056	81
"2013-07-04"	"game-01"	108347	571
"2013-07-04"	"game-01"	176590	81
"2013-07-04"	"game-01"	727767	81
"2013-07-04"	"game-01"	655373	81
"2013-07-04"	"game-01"	49270	1333
"2013-07-04"	"game-01"	49270	1333
"2013-07-04"	"game-01"	472956	324
"2013-07-04"	"game-01"	734110	571
"2013-07-04"	"game-01"	989282	81
"2013-07-04"	"game-01"	792874	81
"2013-07-04"	"game-01"	549194	162
"2013-07-04"	"game-01"	26623	162
