"log_date","app_name","action_name","user_id","battle_count"
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,2
"706330601","game-01","battle",3317,2
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,2
"706330601","game-01","battle",3317,3
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,4
"706330601","game-01","battle",3317,6
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,7
"706330601","game-01","battle",3317,3
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,2
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,2
"706330601","game-01","battle",3317,34
"706330601","game-01","battle",3317,3
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,1
"706330601","game-01","battle",3317,3
