"log_date"	"app_name"	"user_id"	"payment"
"2013-10-12"	"game-01"	792991	81
"2013-10-12"	"game-01"	698195	324
"2013-10-12"	"game-01"	696807	952
"2013-10-12"	"game-01"	748904	81
"2013-10-12"	"game-01"	932452	486
"2013-10-12"	"game-01"	711765	1863
"2013-10-12"	"game-01"	711765	81
"2013-10-12"	"game-01"	231891	162
"2013-10-12"	"game-01"	829650	81
"2013-10-12"	"game-01"	270925	81
"2013-10-12"	"game-01"	930157	81
"2013-10-12"	"game-01"	574199	81
"2013-10-12"	"game-01"	574199	162
"2013-10-12"	"game-01"	401902	2571
"2013-10-12"	"game-01"	600591	486
"2013-10-12"	"game-01"	664370	81
"2013-10-12"	"game-01"	696594	571
"2013-10-12"	"game-01"	81170	162
"2013-10-12"	"game-01"	259233	162
"2013-10-12"	"game-01"	259233	81
"2013-10-12"	"game-01"	340216	81
"2013-10-12"	"game-01"	958857	1333
