"log_date"	"app_name"	"user_id"	"payment"
"2013-09-25"	"game-01"	106832	81
"2013-09-25"	"game-01"	106832	243
"2013-09-25"	"game-01"	698195	81
"2013-09-25"	"game-01"	69575	476
"2013-09-25"	"game-01"	696807	81
"2013-09-25"	"game-01"	885585	81
"2013-09-25"	"game-01"	692383	571
"2013-09-25"	"game-01"	18886	1701
"2013-09-25"	"game-01"	18886	1333
"2013-09-25"	"game-01"	18886	476
"2013-09-25"	"game-01"	533350	81
"2013-09-25"	"game-01"	655642	81
"2013-09-25"	"game-01"	196570	81
"2013-09-25"	"game-01"	983814	162
"2013-09-25"	"game-01"	983814	81
"2013-09-25"	"game-01"	983814	405
"2013-09-25"	"game-01"	983814	571
"2013-09-25"	"game-01"	983814	81
"2013-09-25"	"game-01"	983814	81
"2013-09-25"	"game-01"	430129	648
"2013-09-25"	"game-01"	430129	810
"2013-09-25"	"game-01"	794654	243
"2013-09-25"	"game-01"	275677	162
"2013-09-25"	"game-01"	275677	81
"2013-09-25"	"game-01"	504099	571
"2013-09-25"	"game-01"	143553	81
"2013-09-25"	"game-01"	342139	81
"2013-09-25"	"game-01"	832600	81
"2013-09-25"	"game-01"	600591	81
"2013-09-25"	"game-01"	600591	162
"2013-09-25"	"game-01"	538791	81
"2013-09-25"	"game-01"	625542	81
"2013-09-25"	"game-01"	625542	81
"2013-09-25"	"game-01"	625542	324
"2013-09-25"	"game-01"	259233	571
"2013-09-25"	"game-01"	798269	162
