"log_date"	"log_hour"	"app_name"	"user_id"	"count"
"2013-08-12"	0	"game-01"	9386	8
"2013-08-12"	5	"game-01"	4372	37
"2013-08-12"	7	"game-01"	4372	62
"2013-08-12"	14	"game-01"	1973	69
"2013-08-12"	1	"game-01"	1973	47
"2013-08-12"	2	"game-01"	1973	188
"2013-08-12"	13	"game-01"	1973	74
"2013-08-12"	23	"game-01"	1973	141
"2013-08-12"	12	"game-01"	1973	119
"2013-08-12"	6	"game-01"	1973	93
"2013-08-12"	5	"game-01"	1973	23
"2013-08-12"	3	"game-01"	1973	111
"2013-08-12"	8	"game-01"	390	50
"2013-08-12"	3	"game-01"	390	57
"2013-08-12"	18	"game-01"	390	157
"2013-08-12"	15	"game-01"	390	27
"2013-08-12"	6	"game-01"	390	68
"2013-08-12"	12	"game-01"	390	19
"2013-08-12"	2	"game-01"	390	183
"2013-08-12"	14	"game-01"	390	218
"2013-08-12"	11	"game-01"	390	11
"2013-08-12"	17	"game-01"	390	97
"2013-08-12"	4	"game-01"	390	11
"2013-08-12"	7	"game-01"	390	85
"2013-08-12"	10	"game-01"	390	100
"2013-08-12"	9	"game-01"	390	30
"2013-08-12"	19	"game-01"	5252	152
"2013-08-12"	3	"game-01"	5252	200
"2013-08-12"	20	"game-01"	5252	1
"2013-08-12"	7	"game-01"	5252	26
"2013-08-12"	14	"game-01"	6817	115
"2013-08-12"	19	"game-01"	6817	69
"2013-08-12"	5	"game-01"	6817	18
"2013-08-12"	6	"game-01"	6817	20
"2013-08-12"	23	"game-01"	6817	3
"2013-08-12"	7	"game-01"	6817	60
"2013-08-12"	2	"game-01"	6817	9
"2013-08-12"	20	"game-01"	6817	10
"2013-08-12"	17	"game-01"	6817	26
"2013-08-12"	14	"game-01"	3324	25
"2013-08-12"	15	"game-01"	3324	58
"2013-08-12"	0	"game-01"	7271	251
"2013-08-12"	12	"game-01"	7271	109
"2013-08-12"	14	"game-01"	7271	170
"2013-08-12"	23	"game-01"	7271	171
"2013-08-12"	13	"game-01"	7271	264
"2013-08-12"	4	"game-01"	5105	304
"2013-08-12"	3	"game-01"	5105	44
"2013-08-12"	1	"game-01"	677	39
"2013-08-12"	1	"game-01"	1398	81
"2013-08-12"	19	"game-01"	6956	162
"2013-08-12"	1	"game-01"	6956	107
"2013-08-12"	19	"game-01"	7829	2
"2013-08-12"	6	"game-01"	7829	8
"2013-08-12"	1	"game-01"	7829	2
"2013-08-12"	9	"game-01"	7829	7
"2013-08-12"	14	"game-01"	7829	15
"2013-08-12"	2	"game-01"	7829	154
"2013-08-12"	4	"game-01"	7829	5
"2013-08-12"	23	"game-01"	7829	174
"2013-08-12"	8	"game-01"	7829	11
"2013-08-12"	22	"game-01"	7829	61
"2013-08-12"	0	"game-01"	7829	64
"2013-08-12"	18	"game-01"	7829	136
"2013-08-12"	9	"game-01"	5418	191
"2013-08-12"	8	"game-01"	5418	272
"2013-08-12"	7	"game-01"	5418	4
"2013-08-12"	19	"game-01"	5418	60
"2013-08-12"	7	"game-01"	5765	7
"2013-08-12"	9	"game-01"	3700	2
"2013-08-12"	8	"game-01"	3700	36
"2013-08-12"	19	"game-01"	3700	61
"2013-08-12"	6	"game-01"	9253	12
"2013-08-12"	6	"game-01"	5920	207
"2013-08-12"	5	"game-01"	5920	93
"2013-08-12"	7	"game-01"	5920	97
"2013-08-12"	17	"game-01"	5920	51
"2013-08-12"	9	"game-01"	9540	83
"2013-08-12"	14	"game-01"	9540	29
"2013-08-12"	13	"game-01"	9540	9
"2013-08-12"	6	"game-01"	9540	37
"2013-08-12"	15	"game-01"	7093	36
"2013-08-12"	14	"game-01"	7093	36
"2013-08-12"	8	"game-01"	2554	6
"2013-08-12"	11	"game-01"	2554	461
"2013-08-12"	1	"game-01"	2554	15
"2013-08-12"	0	"game-01"	2554	11
"2013-08-12"	7	"game-01"	2554	157
"2013-08-12"	6	"game-01"	2554	122
"2013-08-12"	20	"game-01"	2554	67
"2013-08-12"	3	"game-01"	2554	12
"2013-08-12"	4	"game-01"	2554	102
"2013-08-12"	23	"game-01"	2554	5
"2013-08-12"	21	"game-01"	2554	281
"2013-08-12"	1	"game-01"	2064	38
"2013-08-12"	6	"game-01"	2064	114
"2013-08-12"	0	"game-01"	2064	120
"2013-08-12"	4	"game-01"	2064	80
"2013-08-12"	3	"game-01"	2064	24
"2013-08-12"	5	"game-01"	2064	26
"2013-08-12"	14	"game-01"	2064	91
"2013-08-12"	2	"game-01"	2064	129
"2013-08-12"	19	"game-01"	1905	3
"2013-08-12"	9	"game-01"	5832	52
"2013-08-12"	19	"game-01"	5832	25
"2013-08-12"	6	"game-01"	5832	11
"2013-08-12"	20	"game-01"	5832	2
"2013-08-12"	11	"game-01"	5832	3
"2013-08-12"	23	"game-01"	5832	34
"2013-08-12"	12	"game-01"	5832	26
"2013-08-12"	7	"game-01"	5832	51
"2013-08-12"	21	"game-01"	5832	61
"2013-08-12"	22	"game-01"	5832	23
"2013-08-12"	3	"game-01"	687	87
"2013-08-12"	19	"game-01"	4269	273
"2013-08-12"	20	"game-01"	4269	186
"2013-08-12"	0	"game-01"	9779	221
"2013-08-12"	4	"game-01"	2123	62
"2013-08-12"	5	"game-01"	2123	6
"2013-08-12"	3	"game-01"	2123	169
"2013-08-12"	11	"game-01"	2123	20
"2013-08-12"	9	"game-01"	2123	142
"2013-08-12"	10	"game-01"	2123	17
"2013-08-12"	3	"game-01"	8545	43
"2013-08-12"	7	"game-01"	8545	33
"2013-08-12"	21	"game-01"	8545	29
"2013-08-12"	10	"game-01"	8545	22
"2013-08-12"	22	"game-01"	8545	25
"2013-08-12"	14	"game-01"	553	207
"2013-08-12"	7	"game-01"	6929	192
"2013-08-12"	1	"game-01"	6929	84
"2013-08-12"	23	"game-01"	6929	62
"2013-08-12"	2	"game-01"	6929	14
"2013-08-12"	21	"game-01"	6929	10
"2013-08-12"	13	"game-01"	6929	26
"2013-08-12"	12	"game-01"	6929	2
"2013-08-12"	8	"game-01"	6929	25
"2013-08-12"	22	"game-01"	6929	237
"2013-08-12"	6	"game-01"	6929	47
"2013-08-12"	9	"game-01"	6929	96
"2013-08-12"	2	"game-01"	4538	55
"2013-08-12"	10	"game-01"	852	81
"2013-08-12"	19	"game-01"	852	129
"2013-08-12"	11	"game-01"	852	298
"2013-08-12"	12	"game-01"	852	245
"2013-08-12"	21	"game-01"	852	63
"2013-08-12"	23	"game-01"	852	83
"2013-08-12"	9	"game-01"	852	107
"2013-08-12"	18	"game-01"	852	144
"2013-08-12"	22	"game-01"	852	1
"2013-08-12"	9	"game-01"	2435	72
"2013-08-12"	2	"game-01"	2435	82
"2013-08-12"	22	"game-01"	2435	8
"2013-08-12"	21	"game-01"	2435	54
"2013-08-12"	4	"game-01"	8019	61
"2013-08-12"	3	"game-01"	8019	30
"2013-08-12"	11	"game-01"	8019	38
"2013-08-12"	12	"game-01"	8019	14
"2013-08-12"	13	"game-01"	8019	45
"2013-08-12"	5	"game-01"	8019	104
"2013-08-12"	10	"game-01"	5687	149
"2013-08-12"	11	"game-01"	5687	184
"2013-08-12"	9	"game-01"	5687	3
"2013-08-12"	10	"game-01"	9954	88
"2013-08-12"	22	"game-01"	683	9
"2013-08-12"	12	"game-01"	683	5
"2013-08-12"	2	"game-01"	7194	98
"2013-08-12"	10	"game-01"	7194	262
"2013-08-12"	23	"game-01"	7194	124
"2013-08-12"	11	"game-01"	7194	2
"2013-08-12"	6	"game-01"	7194	81
"2013-08-12"	17	"game-01"	7194	57
"2013-08-12"	0	"game-01"	1646	17
"2013-08-12"	7	"game-01"	6252	10
"2013-08-12"	2	"game-01"	6252	35
"2013-08-12"	21	"game-01"	3481	88
"2013-08-12"	20	"game-01"	3481	259
"2013-08-12"	6	"game-01"	3481	152
"2013-08-12"	0	"game-01"	3481	37
"2013-08-12"	1	"game-01"	3481	83
"2013-08-12"	17	"game-01"	3481	3
"2013-08-12"	5	"game-01"	3481	160
"2013-08-12"	4	"game-01"	3481	273
"2013-08-12"	13	"game-01"	3481	26
"2013-08-12"	3	"game-01"	3481	39
"2013-08-12"	12	"game-01"	3481	92
"2013-08-12"	22	"game-01"	2254	57
"2013-08-12"	12	"game-01"	2254	5
"2013-08-12"	12	"game-01"	3142	84
"2013-08-12"	3	"game-01"	4607	73
"2013-08-12"	10	"game-01"	4607	112
"2013-08-12"	7	"game-01"	4607	74
"2013-08-12"	4	"game-01"	4607	52
"2013-08-12"	9	"game-01"	4607	71
"2013-08-12"	18	"game-01"	4607	145
"2013-08-12"	11	"game-01"	4607	140
"2013-08-12"	6	"game-01"	4607	97
"2013-08-12"	12	"game-01"	4607	52
"2013-08-12"	15	"game-01"	4607	55
"2013-08-12"	8	"game-01"	4607	32
"2013-08-12"	17	"game-01"	4607	71
"2013-08-12"	13	"game-01"	4607	42
"2013-08-12"	5	"game-01"	4607	72
"2013-08-12"	2	"game-01"	4607	85
"2013-08-12"	19	"game-01"	4607	127
"2013-08-12"	14	"game-01"	4607	83
"2013-08-12"	23	"game-01"	9697	6
"2013-08-12"	11	"game-01"	9697	87
"2013-08-12"	15	"game-01"	8460	226
"2013-08-12"	2	"game-01"	8460	119
"2013-08-12"	11	"game-01"	8460	157
"2013-08-12"	21	"game-01"	8460	91
"2013-08-12"	3	"game-01"	8460	107
"2013-08-12"	4	"game-01"	1629	259
"2013-08-12"	3	"game-01"	1629	307
"2013-08-12"	5	"game-01"	1629	31
"2013-08-12"	2	"game-01"	1629	7
"2013-08-12"	21	"game-01"	9156	50
"2013-08-12"	9	"game-01"	9156	40
"2013-08-12"	20	"game-01"	9156	148
"2013-08-12"	0	"game-01"	2911	63
"2013-08-12"	12	"game-01"	2243	50
"2013-08-12"	4	"game-01"	2243	59
"2013-08-12"	23	"game-01"	2243	60
"2013-08-12"	22	"game-01"	2243	7
"2013-08-12"	14	"game-01"	2243	18
"2013-08-12"	1	"game-01"	2243	20
"2013-08-12"	13	"game-01"	2243	15
"2013-08-12"	10	"game-01"	2744	223
"2013-08-12"	11	"game-01"	2744	14
"2013-08-12"	7	"game-01"	2744	90
"2013-08-12"	23	"game-01"	2744	323
"2013-08-12"	0	"game-01"	2744	77
"2013-08-12"	8	"game-01"	2744	35
"2013-08-12"	9	"game-01"	2744	191
"2013-08-12"	5	"game-01"	2744	99
"2013-08-12"	21	"game-01"	2744	8
