"log_date","app_name","action_name","user_id","count"
"2013-08-23","game-01","message",49,5
"2013-08-23","game-01","message",133,5
"2013-08-23","game-01","message",164,1
"2013-08-23","game-01","message",301,1
"2013-08-23","game-01","message",377,2
"2013-08-23","game-01","message",692,1
"2013-08-23","game-01","message",851,5
"2013-08-23","game-01","message",861,1
"2013-08-23","game-01","message",974,2
"2013-08-23","game-01","message",999,8
"2013-08-23","game-01","message",1104,1
"2013-08-23","game-01","message",1184,3
"2013-08-23","game-01","message",1481,1
"2013-08-23","game-01","message",1484,2
"2013-08-23","game-01","message",1636,3
"2013-08-23","game-01","message",1637,3
"2013-08-23","game-01","message",1789,1
"2013-08-23","game-01","message",2075,13
"2013-08-23","game-01","message",2087,4
"2013-08-23","game-01","message",2191,2
"2013-08-23","game-01","message",2202,1
"2013-08-23","game-01","message",2214,1
"2013-08-23","game-01","message",2258,2
"2013-08-23","game-01","message",2395,3
"2013-08-23","game-01","message",2484,3
"2013-08-23","game-01","message",2495,1
"2013-08-23","game-01","message",2501,2
"2013-08-23","game-01","message",2678,1
"2013-08-23","game-01","message",2682,1
"2013-08-23","game-01","message",2737,8
"2013-08-23","game-01","message",2793,4
"2013-08-23","game-01","message",2794,3
"2013-08-23","game-01","message",2900,2
"2013-08-23","game-01","message",2908,2
"2013-08-23","game-01","message",2975,5
"2013-08-23","game-01","message",3000,5
"2013-08-23","game-01","message",3003,7
"2013-08-23","game-01","message",3057,1
"2013-08-23","game-01","message",3250,1
"2013-08-23","game-01","message",3398,4
"2013-08-23","game-01","message",3403,14
"2013-08-23","game-01","message",3549,1
"2013-08-23","game-01","message",3574,1
"2013-08-23","game-01","message",3703,1
"2013-08-23","game-01","message",3772,2
"2013-08-23","game-01","message",3790,5
"2013-08-23","game-01","message",3807,4
"2013-08-23","game-01","message",3826,1
"2013-08-23","game-01","message",3839,1
"2013-08-23","game-01","message",3857,1
"2013-08-23","game-01","message",3922,1
"2013-08-23","game-01","message",3939,36
"2013-08-23","game-01","message",4188,1
"2013-08-23","game-01","message",4197,2
"2013-08-23","game-01","message",4406,1
"2013-08-23","game-01","message",4421,1
"2013-08-23","game-01","message",4520,59
"2013-08-23","game-01","message",4526,22
"2013-08-23","game-01","message",4541,5
"2013-08-23","game-01","message",4589,1
"2013-08-23","game-01","message",4604,5
"2013-08-23","game-01","message",4607,1
"2013-08-23","game-01","message",4608,1
"2013-08-23","game-01","message",4611,8
"2013-08-23","game-01","message",4618,9
"2013-08-23","game-01","message",4628,1
"2013-08-23","game-01","message",4629,1
"2013-08-23","game-01","message",4630,1
"2013-08-23","game-01","message",4631,1
"2013-08-23","game-01","message",4632,9
"2013-08-23","game-01","message",4633,1
"2013-08-23","game-01","message",4634,1
"2013-08-23","game-01","message",4635,1
"2013-08-23","game-01","message",4637,2
"2013-08-23","game-01","message",4638,1
