"log_date"	"app_name"	"user_id"	"payment"
"2013-07-29"	"game-01"	776853	1333
"2013-07-29"	"game-01"	698195	1429
"2013-07-29"	"game-01"	183356	571
"2013-07-29"	"game-01"	183356	648
"2013-07-29"	"game-01"	183356	1429
"2013-07-29"	"game-01"	804005	1429
"2013-07-29"	"game-01"	34792	243
"2013-07-29"	"game-01"	748904	81
"2013-07-29"	"game-01"	981274	81
"2013-07-29"	"game-01"	473727	1429
"2013-07-29"	"game-01"	692383	81
"2013-07-29"	"game-01"	484271	571
"2013-07-29"	"game-01"	484271	1429
"2013-07-29"	"game-01"	429098	333
"2013-07-29"	"game-01"	429098	162
"2013-07-29"	"game-01"	826002	81
"2013-07-29"	"game-01"	288034	243
"2013-07-29"	"game-01"	288034	333
"2013-07-29"	"game-01"	336139	81
"2013-07-29"	"game-01"	720183	81
"2013-07-29"	"game-01"	638631	571
