"log_date"	"app_name"	"user_id"	"payment"
"2013-10-27"	"game-01"	696807	1334
"2013-10-27"	"game-01"	696807	1524
"2013-10-27"	"game-01"	696807	667
"2013-10-27"	"game-01"	692383	190
"2013-10-27"	"game-01"	692383	190
"2013-10-27"	"game-01"	711765	1524
"2013-10-27"	"game-01"	711765	667
"2013-10-27"	"game-01"	711765	380
"2013-10-27"	"game-01"	21223	190
"2013-10-27"	"game-01"	401902	1524
"2013-10-27"	"game-01"	826697	380
"2013-10-27"	"game-01"	826697	95
"2013-10-27"	"game-01"	625542	95
"2013-10-27"	"game-01"	625542	667
"2013-10-27"	"game-01"	625542	190
"2013-10-27"	"game-01"	636668	95
"2013-10-27"	"game-01"	259233	667
"2013-10-27"	"game-01"	259233	190
"2013-10-27"	"game-01"	761370	95
"2013-10-27"	"game-01"	958857	1524
"2013-10-27"	"game-01"	632242	190
