"log_date","app_name","action_name","user_id","count"
"2013-07-02","game-01","battle",2167,1
"2013-07-02","game-01","battle",2167,14
"2013-07-02","game-01","battle",484,2
"2013-07-02","game-01","battle",457,1
"2013-07-02","game-01","battle",457,4
"2013-07-02","game-01","battle",457,1
"2013-07-02","game-01","battle",457,1
"2013-07-02","game-01","battle",457,2
"2013-07-02","game-01","battle",457,2
"2013-07-02","game-01","battle",13,1
"2013-07-02","game-01","battle",1269,1
"2013-07-02","game-01","battle",1269,3
"2013-07-02","game-01","battle",1269,1
