"log_date","app_name","action_name","user_id","count"
"2013-07-20","game-01","help",10,3
"2013-07-20","game-01","help",13,72
"2013-07-20","game-01","help",44,10
"2013-07-20","game-01","help",149,3
"2013-07-20","game-01","help",164,10
"2013-07-20","game-01","help",204,4
"2013-07-20","game-01","help",221,1
"2013-07-20","game-01","help",301,4
"2013-07-20","game-01","help",457,2
"2013-07-20","game-01","help",480,7
"2013-07-20","game-01","help",565,5
"2013-07-20","game-01","help",692,5
"2013-07-20","game-01","help",974,5
"2013-07-20","game-01","help",999,3
"2013-07-20","game-01","help",1068,3
"2013-07-20","game-01","help",1107,3
"2013-07-20","game-01","help",1143,4
"2013-07-20","game-01","help",1158,8
"2013-07-20","game-01","help",1184,8
"2013-07-20","game-01","help",1189,4
"2013-07-20","game-01","help",1469,3
"2013-07-20","game-01","help",1481,2
"2013-07-20","game-01","help",1484,8
"2013-07-20","game-01","help",1590,19
"2013-07-20","game-01","help",1596,1
"2013-07-20","game-01","help",1636,5
"2013-07-20","game-01","help",1789,1
"2013-07-20","game-01","help",1818,13
"2013-07-20","game-01","help",1870,10
"2013-07-20","game-01","help",1998,3
"2013-07-20","game-01","help",2021,7
"2013-07-20","game-01","help",2060,9
"2013-07-20","game-01","help",2075,7
"2013-07-20","game-01","help",2162,2
"2013-07-20","game-01","help",2181,1
"2013-07-20","game-01","help",2191,8
"2013-07-20","game-01","help",2197,4
"2013-07-20","game-01","help",2258,2
"2013-07-20","game-01","help",2262,7
"2013-07-20","game-01","help",2265,5
"2013-07-20","game-01","help",2344,14
"2013-07-20","game-01","help",2395,1
"2013-07-20","game-01","help",2484,3
"2013-07-20","game-01","help",2495,8
"2013-07-20","game-01","help",2500,4
"2013-07-20","game-01","help",2501,1
"2013-07-20","game-01","help",2504,2
"2013-07-20","game-01","help",2668,8
"2013-07-20","game-01","help",2678,5
"2013-07-20","game-01","help",2681,7
"2013-07-20","game-01","help",2704,14
"2013-07-20","game-01","help",2716,15
"2013-07-20","game-01","help",2735,16
"2013-07-20","game-01","help",2737,9
"2013-07-20","game-01","help",2739,2
"2013-07-20","game-01","help",2768,6
"2013-07-20","game-01","help",2791,1
"2013-07-20","game-01","help",2793,7
"2013-07-20","game-01","help",2794,6
"2013-07-20","game-01","help",2802,1
"2013-07-20","game-01","help",2864,4
"2013-07-20","game-01","help",2900,1
"2013-07-20","game-01","help",2908,14
"2013-07-20","game-01","help",2912,3
"2013-07-20","game-01","help",2914,4
