"log_date"	"app_name"	"user_id"	"payment"
"2013-09-29"	"game-01"	698195	324
"2013-09-29"	"game-01"	696807	1428
"2013-09-29"	"game-01"	696807	324
"2013-09-29"	"game-01"	671690	81
"2013-09-29"	"game-01"	885585	1333
"2013-09-29"	"game-01"	885585	571
"2013-09-29"	"game-01"	748904	81
"2013-09-29"	"game-01"	692383	571
"2013-09-29"	"game-01"	692383	162
"2013-09-29"	"game-01"	692383	81
"2013-09-29"	"game-01"	596056	81
"2013-09-29"	"game-01"	21223	81
"2013-09-29"	"game-01"	983814	571
"2013-09-29"	"game-01"	983814	162
"2013-09-29"	"game-01"	983814	324
"2013-09-29"	"game-01"	430129	162
"2013-09-29"	"game-01"	430129	162
"2013-09-29"	"game-01"	628519	162
"2013-09-29"	"game-01"	628519	571
"2013-09-29"	"game-01"	257225	571
"2013-09-29"	"game-01"	257225	486
"2013-09-29"	"game-01"	370927	162
"2013-09-29"	"game-01"	342139	81
"2013-09-29"	"game-01"	917057	571
"2013-09-29"	"game-01"	917057	162
"2013-09-29"	"game-01"	546997	571
"2013-09-29"	"game-01"	5989	81
"2013-09-29"	"game-01"	99774	81
"2013-09-29"	"game-01"	99774	324
"2013-09-29"	"game-01"	178215	243
"2013-09-29"	"game-01"	178215	486
"2013-09-29"	"game-01"	625542	1142
"2013-09-29"	"game-01"	625542	571
"2013-09-29"	"game-01"	625542	162
"2013-09-29"	"game-01"	625542	162
"2013-09-29"	"game-01"	625542	81
"2013-09-29"	"game-01"	625542	324
"2013-09-29"	"game-01"	981360	571
