"log_date"	"app_name"	"user_id"	"payment"
"2013-09-14"	"game-01"	106832	162
"2013-09-14"	"game-01"	106832	571
"2013-09-14"	"game-01"	397698	1333
"2013-09-14"	"game-01"	698195	162
"2013-09-14"	"game-01"	698195	648
"2013-09-14"	"game-01"	698195	81
"2013-09-14"	"game-01"	69575	324
"2013-09-14"	"game-01"	696807	1458
"2013-09-14"	"game-01"	184158	1333
"2013-09-14"	"game-01"	83174	729
"2013-09-14"	"game-01"	83174	243
"2013-09-14"	"game-01"	138461	571
"2013-09-14"	"game-01"	138461	81
"2013-09-14"	"game-01"	349510	81
"2013-09-14"	"game-01"	950445	571
"2013-09-14"	"game-01"	950445	571
"2013-09-14"	"game-01"	930157	81
"2013-09-14"	"game-01"	930157	81
"2013-09-14"	"game-01"	49270	1142
"2013-09-14"	"game-01"	49270	1333
"2013-09-14"	"game-01"	526252	162
"2013-09-14"	"game-01"	636668	162
"2013-09-14"	"game-01"	259233	571
"2013-09-14"	"game-01"	411347	1333
"2013-09-14"	"game-01"	411347	1333
"2013-09-14"	"game-01"	800232	81
