"log_date"	"log_hour"	"app_name"	"user_id"	"count"
"2013-08-25"	9	"game-01"	4372	27
"2013-08-25"	6	"game-01"	1973	247
"2013-08-25"	9	"game-01"	1973	13
"2013-08-25"	13	"game-01"	1973	47
"2013-08-25"	8	"game-01"	1973	48
"2013-08-25"	7	"game-01"	1973	12
"2013-08-25"	4	"game-01"	1973	104
"2013-08-25"	12	"game-01"	1973	145
"2013-08-25"	12	"game-01"	138	3
"2013-08-25"	18	"game-01"	4005	66
"2013-08-25"	11	"game-01"	4005	10
"2013-08-25"	9	"game-01"	4005	33
"2013-08-25"	5	"game-01"	4729	163
"2013-08-25"	7	"game-01"	4729	42
"2013-08-25"	5	"game-01"	390	294
"2013-08-25"	14	"game-01"	390	64
"2013-08-25"	6	"game-01"	390	15
"2013-08-25"	22	"game-01"	390	81
"2013-08-25"	16	"game-01"	6937	1
"2013-08-25"	3	"game-01"	5252	11
"2013-08-25"	11	"game-01"	5252	194
"2013-08-25"	2	"game-01"	5252	44
"2013-08-25"	11	"game-01"	3606	16
"2013-08-25"	8	"game-01"	6817	270
"2013-08-25"	23	"game-01"	6817	34
"2013-08-25"	18	"game-01"	6817	25
"2013-08-25"	22	"game-01"	6817	102
"2013-08-25"	7	"game-01"	6817	327
"2013-08-25"	20	"game-01"	6817	24
"2013-08-25"	16	"game-01"	6817	387
"2013-08-25"	6	"game-01"	6817	121
"2013-08-25"	4	"game-01"	6817	129
"2013-08-25"	5	"game-01"	6817	111
"2013-08-25"	9	"game-01"	6817	192
"2013-08-25"	17	"game-01"	6817	329
"2013-08-25"	23	"game-01"	4176	187
"2013-08-25"	22	"game-01"	4176	56
"2013-08-25"	21	"game-01"	4176	6
"2013-08-25"	3	"game-01"	4674	337
"2013-08-25"	4	"game-01"	4674	21
"2013-08-25"	0	"game-01"	4674	246
"2013-08-25"	17	"game-01"	4674	25
"2013-08-25"	2	"game-01"	4674	124
"2013-08-25"	18	"game-01"	4674	192
"2013-08-25"	20	"game-01"	4674	56
"2013-08-25"	19	"game-01"	4674	384
"2013-08-25"	16	"game-01"	640	4
"2013-08-25"	0	"game-01"	5105	123
"2013-08-25"	11	"game-01"	7325	277
"2013-08-25"	17	"game-01"	7325	234
"2013-08-25"	0	"game-01"	7325	484
"2013-08-25"	7	"game-01"	7325	2
"2013-08-25"	1	"game-01"	7325	331
"2013-08-25"	5	"game-01"	7325	30
"2013-08-25"	10	"game-01"	7325	92
"2013-08-25"	8	"game-01"	7829	10
"2013-08-25"	22	"game-01"	7829	46
"2013-08-25"	21	"game-01"	7829	200
"2013-08-25"	6	"game-01"	5765	47
"2013-08-25"	5	"game-01"	5765	18
"2013-08-25"	7	"game-01"	3700	200
"2013-08-25"	9	"game-01"	3700	5
"2013-08-25"	0	"game-01"	3700	302
"2013-08-25"	1	"game-01"	3700	185
"2013-08-25"	23	"game-01"	3700	245
"2013-08-25"	2	"game-01"	3700	11
"2013-08-25"	8	"game-01"	3700	55
"2013-08-25"	5	"game-01"	5920	194
"2013-08-25"	6	"game-01"	5920	10
"2013-08-25"	2	"game-01"	9540	618
"2013-08-25"	4	"game-01"	9540	623
"2013-08-25"	7	"game-01"	9540	28
"2013-08-25"	21	"game-01"	9540	215
"2013-08-25"	0	"game-01"	9540	576
"2013-08-25"	10	"game-01"	9540	51
"2013-08-25"	3	"game-01"	9540	430
"2013-08-25"	5	"game-01"	9540	252
"2013-08-25"	22	"game-01"	9540	262
"2013-08-25"	8	"game-01"	9540	7
"2013-08-25"	20	"game-01"	9540	184
"2013-08-25"	23	"game-01"	9540	252
"2013-08-25"	1	"game-01"	9540	883
"2013-08-25"	6	"game-01"	9540	218
"2013-08-25"	3	"game-01"	7093	15
"2013-08-25"	11	"game-01"	2554	106
"2013-08-25"	21	"game-01"	2554	69
"2013-08-25"	10	"game-01"	2554	72
"2013-08-25"	8	"game-01"	2554	23
"2013-08-25"	3	"game-01"	2554	17
"2013-08-25"	20	"game-01"	2554	43
"2013-08-25"	19	"game-01"	1905	68
"2013-08-25"	18	"game-01"	1905	403
"2013-08-25"	2	"game-01"	5832	8
"2013-08-25"	1	"game-01"	5832	81
"2013-08-25"	20	"game-01"	5832	55
"2013-08-25"	12	"game-01"	5832	56
"2013-08-25"	19	"game-01"	5832	139
"2013-08-25"	21	"game-01"	5832	3
"2013-08-25"	12	"game-01"	687	231
"2013-08-25"	13	"game-01"	687	7
"2013-08-25"	21	"game-01"	687	7
"2013-08-25"	7	"game-01"	687	138
"2013-08-25"	2	"game-01"	3068	120
"2013-08-25"	16	"game-01"	4269	197
"2013-08-25"	15	"game-01"	4269	503
"2013-08-25"	17	"game-01"	4269	95
"2013-08-25"	13	"game-01"	4269	31
"2013-08-25"	14	"game-01"	4269	467
"2013-08-25"	18	"game-01"	4269	7
"2013-08-25"	6	"game-01"	4269	88
"2013-08-25"	16	"game-01"	2123	6
"2013-08-25"	6	"game-01"	2123	150
"2013-08-25"	7	"game-01"	2123	400
"2013-08-25"	11	"game-01"	2123	4
"2013-08-25"	4	"game-01"	2123	338
"2013-08-25"	13	"game-01"	2123	26
"2013-08-25"	8	"game-01"	2123	416
"2013-08-25"	5	"game-01"	2123	330
"2013-08-25"	10	"game-01"	2123	6
"2013-08-25"	2	"game-01"	2123	49
"2013-08-25"	12	"game-01"	2123	283
"2013-08-25"	11	"game-01"	8545	68
"2013-08-25"	15	"game-01"	8545	32
"2013-08-25"	10	"game-01"	8545	96
"2013-08-25"	13	"game-01"	8545	24
"2013-08-25"	2	"game-01"	8545	49
"2013-08-25"	14	"game-01"	8545	64
"2013-08-25"	8	"game-01"	8545	70
"2013-08-25"	12	"game-01"	8545	133
"2013-08-25"	13	"game-01"	553	197
"2013-08-25"	6	"game-01"	553	112
"2013-08-25"	11	"game-01"	553	141
"2013-08-25"	22	"game-01"	6929	23
"2013-08-25"	12	"game-01"	6929	108
"2013-08-25"	19	"game-01"	6929	47
"2013-08-25"	6	"game-01"	6929	587
"2013-08-25"	2	"game-01"	6929	33
"2013-08-25"	13	"game-01"	6929	48
"2013-08-25"	3	"game-01"	6929	12
"2013-08-25"	7	"game-01"	6929	44
"2013-08-25"	11	"game-01"	6929	184
"2013-08-25"	5	"game-01"	6929	272
"2013-08-25"	20	"game-01"	6929	68
"2013-08-25"	0	"game-01"	4538	46
"2013-08-25"	4	"game-01"	852	3
"2013-08-25"	5	"game-01"	852	132
"2013-08-25"	3	"game-01"	852	72
"2013-08-25"	2	"game-01"	852	130
"2013-08-25"	15	"game-01"	852	85
"2013-08-25"	14	"game-01"	852	198
"2013-08-25"	20	"game-01"	2435	205
"2013-08-25"	19	"game-01"	2435	48
"2013-08-25"	5	"game-01"	8019	136
"2013-08-25"	4	"game-01"	8019	42
"2013-08-25"	6	"game-01"	8019	63
"2013-08-25"	0	"game-01"	8019	15
"2013-08-25"	23	"game-01"	8019	60
"2013-08-25"	22	"game-01"	5687	18
"2013-08-25"	5	"game-01"	6370	294
"2013-08-25"	13	"game-01"	6370	281
"2013-08-25"	6	"game-01"	6370	67
"2013-08-25"	7	"game-01"	6370	50
"2013-08-25"	18	"game-01"	683	13
"2013-08-25"	3	"game-01"	683	5
"2013-08-25"	1	"game-01"	7194	292
"2013-08-25"	5	"game-01"	7194	18
"2013-08-25"	2	"game-01"	7194	184
"2013-08-25"	13	"game-01"	8856	14
"2013-08-25"	17	"game-01"	8856	25
"2013-08-25"	11	"game-01"	6252	128
"2013-08-25"	1	"game-01"	6252	63
"2013-08-25"	3	"game-01"	359	3
"2013-08-25"	19	"game-01"	3481	13
"2013-08-25"	5	"game-01"	3481	27
"2013-08-25"	16	"game-01"	3481	4
"2013-08-25"	15	"game-01"	3481	15
"2013-08-25"	14	"game-01"	3481	17
"2013-08-25"	23	"game-01"	2254	29
"2013-08-25"	22	"game-01"	2254	38
"2013-08-25"	3	"game-01"	4607	94
"2013-08-25"	9	"game-01"	4607	1
"2013-08-25"	14	"game-01"	4607	257
"2013-08-25"	4	"game-01"	4607	126
"2013-08-25"	8	"game-01"	4607	13
"2013-08-25"	12	"game-01"	4607	6
"2013-08-25"	11	"game-01"	4607	84
"2013-08-25"	17	"game-01"	4607	48
"2013-08-25"	1	"game-01"	4607	81
"2013-08-25"	10	"game-01"	4607	90
"2013-08-25"	5	"game-01"	4607	51
"2013-08-25"	9	"game-01"	8460	4
"2013-08-25"	6	"game-01"	8460	119
"2013-08-25"	17	"game-01"	8460	44
"2013-08-25"	12	"game-01"	8460	52
"2013-08-25"	5	"game-01"	8460	84
"2013-08-25"	8	"game-01"	1629	3
"2013-08-25"	11	"game-01"	9219	6
"2013-08-25"	9	"game-01"	9219	19
"2013-08-25"	2	"game-01"	9219	117
"2013-08-25"	13	"game-01"	9219	10
"2013-08-25"	3	"game-01"	9219	8
"2013-08-25"	1	"game-01"	8121	28
"2013-08-25"	1	"game-01"	2243	4
"2013-08-25"	2	"game-01"	2243	32
"2013-08-25"	11	"game-01"	2211	234
"2013-08-25"	10	"game-01"	2211	179
"2013-08-25"	4	"game-01"	2211	97
"2013-08-25"	1	"game-01"	2211	51
"2013-08-25"	6	"game-01"	2211	216
"2013-08-25"	16	"game-01"	2211	61
"2013-08-25"	23	"game-01"	2211	46
"2013-08-25"	5	"game-01"	2211	248
"2013-08-25"	15	"game-01"	2211	167
"2013-08-25"	12	"game-01"	2211	8
"2013-08-25"	4	"game-01"	2744	39
"2013-08-25"	21	"game-01"	2744	167
"2013-08-25"	22	"game-01"	2744	59
"2013-08-25"	20	"game-01"	2744	457
"2013-08-25"	2	"game-01"	2744	353
"2013-08-25"	5	"game-01"	2744	538
"2013-08-25"	3	"game-01"	2744	363
"2013-08-25"	23	"game-01"	2744	8
"2013-08-25"	0	"game-01"	2744	516
"2013-08-25"	7	"game-01"	2744	67
"2013-08-25"	9	"game-01"	2744	94
"2013-08-25"	6	"game-01"	2744	71
"2013-08-25"	10	"game-01"	2744	166
"2013-08-25"	19	"game-01"	2744	188
"2013-08-25"	8	"game-01"	2744	5
"2013-08-25"	1	"game-01"	2744	339
"2013-08-25"	7	"game-01"	2761	83
"2013-08-25"	23	"game-01"	2761	184
"2013-08-25"	2	"game-01"	2761	99
"2013-08-25"	14	"game-01"	8963	28
"2013-08-25"	12	"game-01"	8963	20
"2013-08-25"	13	"game-01"	8963	314
"2013-08-25"	4	"game-01"	6184	140
"2013-08-25"	6	"game-01"	6184	126
"2013-08-25"	10	"game-01"	6184	5
"2013-08-25"	11	"game-01"	6184	38
"2013-08-25"	3	"game-01"	6184	334
"2013-08-25"	13	"game-01"	6184	52
"2013-08-25"	7	"game-01"	6184	29
"2013-08-25"	21	"game-01"	2722	4
"2013-08-25"	3	"game-01"	2722	269
"2013-08-25"	1	"game-01"	2722	46
"2013-08-25"	4	"game-01"	2722	5
"2013-08-25"	12	"game-01"	2722	145
"2013-08-25"	14	"game-01"	2722	40
"2013-08-25"	2	"game-01"	2722	18
"2013-08-25"	0	"game-01"	2722	64
"2013-08-25"	15	"game-01"	2722	126
"2013-08-25"	5	"game-01"	2722	2
"2013-08-25"	17	"game-01"	2722	181
"2013-08-25"	8	"game-01"	2722	9
"2013-08-25"	6	"game-01"	2020	151
"2013-08-25"	16	"game-01"	7856	6
"2013-08-25"	10	"game-01"	7856	23
"2013-08-25"	17	"game-01"	7856	72
"2013-08-25"	0	"game-01"	7856	46
"2013-08-25"	6	"game-01"	2540	26
"2013-08-25"	14	"game-01"	2540	82
"2013-08-25"	12	"game-01"	5248	31
"2013-08-25"	15	"game-01"	5248	75
"2013-08-25"	1	"game-01"	5248	50
"2013-08-25"	6	"game-01"	5248	104
"2013-08-25"	7	"game-01"	5248	2
"2013-08-25"	14	"game-01"	5248	82
"2013-08-25"	5	"game-01"	5248	78
"2013-08-25"	11	"game-01"	5248	38
"2013-08-25"	13	"game-01"	5248	34
"2013-08-25"	2	"game-01"	5248	47
"2013-08-25"	4	"game-01"	5248	141
"2013-08-25"	3	"game-01"	5248	3
"2013-08-25"	10	"game-01"	5248	18
"2013-08-25"	1	"game-01"	6154	146
"2013-08-25"	6	"game-01"	6154	126
"2013-08-25"	4	"game-01"	6154	43
"2013-08-25"	22	"game-01"	6154	276
"2013-08-25"	3	"game-01"	6154	152
"2013-08-25"	14	"game-01"	6154	5
"2013-08-25"	2	"game-01"	6154	208
"2013-08-25"	13	"game-01"	6154	106
"2013-08-25"	23	"game-01"	6154	116
"2013-08-25"	0	"game-01"	6154	3
"2013-08-25"	7	"game-01"	6154	29
"2013-08-25"	13	"game-01"	6492	17
"2013-08-25"	1	"game-01"	4293	1
"2013-08-25"	11	"game-01"	4293	149
"2013-08-25"	10	"game-01"	4293	59
"2013-08-25"	22	"game-01"	4293	276
"2013-08-25"	0	"game-01"	4293	317
"2013-08-25"	2	"game-01"	4293	94
"2013-08-25"	13	"game-01"	1796	1
"2013-08-25"	18	"game-01"	5819	75
"2013-08-25"	17	"game-01"	5819	74
"2013-08-25"	19	"game-01"	5819	4
"2013-08-25"	22	"game-01"	4438	12
"2013-08-25"	21	"game-01"	4438	105
"2013-08-25"	23	"game-01"	4438	47
"2013-08-25"	20	"game-01"	4438	150
"2013-08-25"	10	"game-01"	9385	46
"2013-08-25"	18	"game-01"	9385	25
"2013-08-25"	9	"game-01"	196	13
"2013-08-25"	1	"game-01"	196	212
"2013-08-25"	10	"game-01"	196	2
"2013-08-25"	6	"game-01"	196	48
"2013-08-25"	5	"game-01"	196	34
"2013-08-25"	9	"game-01"	7817	17
"2013-08-25"	5	"game-01"	7817	16
"2013-08-25"	16	"game-01"	1298	176
"2013-08-25"	10	"game-01"	3795	28
"2013-08-25"	0	"game-01"	3795	66
"2013-08-25"	11	"game-01"	3795	276
"2013-08-25"	1	"game-01"	5762	1
"2013-08-25"	8	"game-01"	7089	17
"2013-08-25"	10	"game-01"	7089	264
"2013-08-25"	0	"game-01"	7089	93
"2013-08-25"	23	"game-01"	7089	182
"2013-08-25"	14	"game-01"	5186	109
"2013-08-25"	22	"game-01"	3364	6
"2013-08-25"	18	"game-01"	3364	104
"2013-08-25"	22	"game-01"	5720	109
"2013-08-25"	16	"game-01"	5720	169
"2013-08-25"	23	"game-01"	5720	224
"2013-08-25"	7	"game-01"	5720	164
"2013-08-25"	0	"game-01"	5720	5
"2013-08-25"	6	"game-01"	5720	386
"2013-08-25"	4	"game-01"	5720	12
"2013-08-25"	5	"game-01"	6511	5
"2013-08-25"	4	"game-01"	6511	3
"2013-08-25"	10	"game-01"	6511	110
"2013-08-25"	20	"game-01"	6511	16
"2013-08-25"	20	"game-01"	4181	5
"2013-08-25"	20	"game-01"	2936	2
"2013-08-25"	10	"game-01"	6831	6
"2013-08-25"	6	"game-01"	1404	197
"2013-08-25"	5	"game-01"	1404	50
"2013-08-25"	17	"game-01"	1404	23
"2013-08-25"	10	"game-01"	1404	22
"2013-08-25"	3	"game-01"	7961	109
"2013-08-25"	10	"game-01"	5672	36
"2013-08-25"	23	"game-01"	5672	269
"2013-08-25"	14	"game-01"	8765	201
"2013-08-25"	11	"game-01"	8765	109
"2013-08-25"	12	"game-01"	8765	152
"2013-08-25"	6	"game-01"	8765	153
"2013-08-25"	5	"game-01"	463	219
"2013-08-25"	22	"game-01"	463	54
"2013-08-25"	6	"game-01"	463	53
"2013-08-25"	16	"game-01"	463	315
"2013-08-25"	17	"game-01"	463	227
"2013-08-25"	21	"game-01"	463	478
"2013-08-25"	20	"game-01"	463	65
"2013-08-25"	6	"game-01"	7589	50
"2013-08-25"	17	"game-01"	7589	3
"2013-08-25"	18	"game-01"	7589	14
"2013-08-25"	5	"game-01"	2272	88
"2013-08-25"	19	"game-01"	2272	240
"2013-08-25"	22	"game-01"	2272	16
"2013-08-25"	16	"game-01"	2272	82
"2013-08-25"	3	"game-01"	2272	35
"2013-08-25"	4	"game-01"	2272	216
"2013-08-25"	17	"game-01"	2272	101
"2013-08-25"	21	"game-01"	2272	9
"2013-08-25"	20	"game-01"	2272	35
"2013-08-25"	21	"game-01"	5384	37
"2013-08-25"	20	"game-01"	5384	29
"2013-08-25"	8	"game-01"	5384	25
"2013-08-25"	8	"game-01"	2594	95
"2013-08-25"	23	"game-01"	2594	95
"2013-08-25"	10	"game-01"	2594	14
"2013-08-25"	9	"game-01"	2594	59
"2013-08-25"	22	"game-01"	2594	52
"2013-08-25"	7	"game-01"	2594	16
"2013-08-25"	5	"game-01"	2575	145
"2013-08-25"	22	"game-01"	2575	41
"2013-08-25"	21	"game-01"	2575	44
"2013-08-25"	20	"game-01"	2575	54
"2013-08-25"	21	"game-01"	8009	4
"2013-08-25"	4	"game-01"	8309	552
"2013-08-25"	3	"game-01"	8309	63
"2013-08-25"	14	"game-01"	8309	77
"2013-08-25"	7	"game-01"	8309	19
"2013-08-25"	5	"game-01"	8309	530
"2013-08-25"	6	"game-01"	8309	199
"2013-08-25"	11	"game-01"	8309	2
"2013-08-25"	1	"game-01"	6167	190
"2013-08-25"	17	"game-01"	6167	172
"2013-08-25"	22	"game-01"	6167	56
"2013-08-25"	16	"game-01"	6167	49
"2013-08-25"	7	"game-01"	3110	49
"2013-08-25"	4	"game-01"	3110	337
"2013-08-25"	16	"game-01"	3110	60
"2013-08-25"	6	"game-01"	3110	108
"2013-08-25"	9	"game-01"	3110	22
"2013-08-25"	23	"game-01"	3110	7
"2013-08-25"	3	"game-01"	3110	143
"2013-08-25"	5	"game-01"	3110	4
"2013-08-25"	15	"game-01"	3110	5
"2013-08-25"	10	"game-01"	3110	26
"2013-08-25"	18	"game-01"	7020	174
"2013-08-25"	0	"game-01"	2789	145
"2013-08-25"	17	"game-01"	4355	215
"2013-08-25"	18	"game-01"	4355	130
"2013-08-25"	16	"game-01"	4355	48
"2013-08-25"	11	"game-01"	4355	16
"2013-08-25"	10	"game-01"	4355	16
"2013-08-25"	20	"game-01"	4355	21
"2013-08-25"	14	"game-01"	5378	1
"2013-08-25"	11	"game-01"	5378	6
"2013-08-25"	3	"game-01"	5378	558
"2013-08-25"	7	"game-01"	5378	6
"2013-08-25"	2	"game-01"	5378	312
"2013-08-25"	6	"game-01"	3488	99
"2013-08-25"	5	"game-01"	3488	103
"2013-08-25"	21	"game-01"	4454	30
"2013-08-25"	20	"game-01"	4454	134
"2013-08-25"	16	"game-01"	9614	4
"2013-08-25"	9	"game-01"	8504	134
"2013-08-25"	8	"game-01"	8504	20
"2013-08-25"	4	"game-01"	8504	126
"2013-08-25"	3	"game-01"	8504	77
"2013-08-25"	12	"game-01"	8504	15
"2013-08-25"	6	"game-01"	8504	46
"2013-08-25"	11	"game-01"	8504	105
"2013-08-25"	13	"game-01"	8504	109
"2013-08-25"	15	"game-01"	8504	46
"2013-08-25"	5	"game-01"	8504	1
"2013-08-25"	14	"game-01"	8504	24
"2013-08-25"	4	"game-01"	2872	74
"2013-08-25"	6	"game-01"	2872	10
"2013-08-25"	10	"game-01"	2872	68
"2013-08-25"	12	"game-01"	2872	98
"2013-08-25"	23	"game-01"	2872	86
"2013-08-25"	11	"game-01"	2872	30
"2013-08-25"	13	"game-01"	2872	121
"2013-08-25"	5	"game-01"	2872	27
"2013-08-25"	22	"game-01"	2872	288
"2013-08-25"	21	"game-01"	2872	187
"2013-08-25"	0	"game-01"	2872	74
"2013-08-25"	8	"game-01"	1462	23
"2013-08-25"	23	"game-01"	1462	24
"2013-08-25"	14	"game-01"	1462	134
"2013-08-25"	22	"game-01"	1462	242
"2013-08-25"	9	"game-01"	1462	61
"2013-08-25"	13	"game-01"	1462	89
"2013-08-25"	3	"game-01"	1367	29
"2013-08-25"	19	"game-01"	1652	5
"2013-08-25"	7	"game-01"	1652	88
"2013-08-25"	8	"game-01"	1652	2
"2013-08-25"	20	"game-01"	1652	32
"2013-08-25"	23	"game-01"	9656	120
"2013-08-25"	3	"game-01"	9656	31
"2013-08-25"	11	"game-01"	9656	76
"2013-08-25"	4	"game-01"	9656	37
"2013-08-25"	5	"game-01"	9656	12
"2013-08-25"	10	"game-01"	9656	62
"2013-08-25"	2	"game-01"	9656	292
"2013-08-25"	7	"game-01"	9656	113
