"log_date"	"app_name"	"user_id"	"payment"
"2013-09-11"	"game-01"	106832	567
"2013-09-11"	"game-01"	106832	81
"2013-09-11"	"game-01"	106832	162
"2013-09-11"	"game-01"	698195	405
"2013-09-11"	"game-01"	183356	1215
"2013-09-11"	"game-01"	696807	81
"2013-09-11"	"game-01"	696807	324
"2013-09-11"	"game-01"	696807	571
"2013-09-11"	"game-01"	356232	81
"2013-09-11"	"game-01"	473727	81
"2013-09-11"	"game-01"	18886	405
"2013-09-11"	"game-01"	596056	81
"2013-09-11"	"game-01"	932452	81
"2013-09-11"	"game-01"	21223	81
"2013-09-11"	"game-01"	284507	571
"2013-09-11"	"game-01"	103581	81
"2013-09-11"	"game-01"	414531	81
"2013-09-11"	"game-01"	794654	81
"2013-09-11"	"game-01"	275677	729
"2013-09-11"	"game-01"	275677	81
"2013-09-11"	"game-01"	367093	81
"2013-09-11"	"game-01"	49270	1215
"2013-09-11"	"game-01"	600591	81
"2013-09-11"	"game-01"	130378	81
"2013-09-11"	"game-01"	5989	1215
"2013-09-11"	"game-01"	432829	81
"2013-09-11"	"game-01"	826697	243
"2013-09-11"	"game-01"	625542	81
"2013-09-11"	"game-01"	989282	81
"2013-09-11"	"game-01"	758971	81
"2013-09-11"	"game-01"	211199	81
"2013-09-11"	"game-01"	905336	81
