"log_date","app_name","action_name","user_id","battle_count"
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,3
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,1
"702037901","game-01","battle",406,4
