"log_date"	"app_name"	"user_id"	"payment"
"2013-07-02"	"game-01"	183356	571
"2013-07-02"	"game-01"	183356	324
"2013-07-02"	"game-01"	804005	1333
"2013-07-02"	"game-01"	5332	1333
"2013-07-02"	"game-01"	5332	1333
"2013-07-02"	"game-01"	692383	333
"2013-07-02"	"game-01"	692383	81
"2013-07-02"	"game-01"	18886	1333
"2013-07-02"	"game-01"	18886	1429
"2013-07-02"	"game-01"	596056	81
"2013-07-02"	"game-01"	196570	1333
"2013-07-02"	"game-01"	635305	333
"2013-07-02"	"game-01"	49270	571
"2013-07-02"	"game-01"	959923	81
"2013-07-02"	"game-01"	981360	1333
"2013-07-02"	"game-01"	206097	2571
"2013-07-02"	"game-01"	419837	1429
"2013-07-02"	"game-01"	26623	81
