"log_date","app_name","action_name","user_id","battle_count"
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,3
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,3
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,6
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,10
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,2
"703471901","game-01","battle",2119,12
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,2
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,2
"703471901","game-01","battle",2119,2
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,10
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,1
"703471901","game-01","battle",2119,2
