"log_date"	"app_name"	"user_id"	"payment"
"2013-09-21"	"game-01"	106832	162
"2013-09-21"	"game-01"	698195	1333
"2013-09-21"	"game-01"	698195	333
"2013-09-21"	"game-01"	698195	1905
"2013-09-21"	"game-01"	183356	162
"2013-09-21"	"game-01"	483106	81
"2013-09-21"	"game-01"	483106	571
"2013-09-21"	"game-01"	483106	571
"2013-09-21"	"game-01"	483106	243
"2013-09-21"	"game-01"	483106	333
"2013-09-21"	"game-01"	358327	162
"2013-09-21"	"game-01"	748904	81
"2013-09-21"	"game-01"	473727	333
"2013-09-21"	"game-01"	817077	571
"2013-09-21"	"game-01"	817077	81
"2013-09-21"	"game-01"	484271	1905
"2013-09-21"	"game-01"	936368	405
"2013-09-21"	"game-01"	936368	324
"2013-09-21"	"game-01"	711765	81
"2013-09-21"	"game-01"	923467	333
"2013-09-21"	"game-01"	570270	1905
"2013-09-21"	"game-01"	570270	486
"2013-09-21"	"game-01"	430129	333
"2013-09-21"	"game-01"	430129	486
"2013-09-21"	"game-01"	430129	162
"2013-09-21"	"game-01"	11542	81
"2013-09-21"	"game-01"	829650	81
"2013-09-21"	"game-01"	994056	81
"2013-09-21"	"game-01"	529714	333
"2013-09-21"	"game-01"	275677	81
"2013-09-21"	"game-01"	367093	2571
"2013-09-21"	"game-01"	143553	333
"2013-09-21"	"game-01"	49270	333
"2013-09-21"	"game-01"	259233	571
"2013-09-21"	"game-01"	800232	162
"2013-09-21"	"game-01"	800232	333
"2013-09-21"	"game-01"	800232	571
"2013-09-21"	"game-01"	11595	81
"2013-09-21"	"game-01"	964100	162
"2013-09-21"	"game-01"	964100	162
"2013-09-21"	"game-01"	247664	162
