"log_date","app_name","action_name","user_id","count"
"2013-07-25","game-01","battle",3153,1
"2013-07-25","game-01","battle",2975,2
"2013-07-25","game-01","battle",457,1
"2013-07-25","game-01","battle",457,4
"2013-07-25","game-01","battle",13,1
"2013-07-25","game-01","battle",13,2
"2013-07-25","game-01","battle",974,2
"2013-07-25","game-01","battle",2681,1
"2013-07-25","game-01","battle",2681,1
"2013-07-25","game-01","battle",2681,1
"2013-07-25","game-01","battle",2681,4
"2013-07-25","game-01","battle",3057,1
"2013-07-25","game-01","battle",3077,1
