"log_date","app_name","action_name","user_id","count"
"2013-06-17","game-01","help",10,8
"2013-06-17","game-01","help",13,7
"2013-06-17","game-01","help",24,3
"2013-06-17","game-01","help",44,11
"2013-06-17","game-01","help",133,3
"2013-06-17","game-01","help",164,15
"2013-06-17","game-01","help",204,11
"2013-06-17","game-01","help",301,9
"2013-06-17","game-01","help",457,4
"2013-06-17","game-01","help",484,3
"2013-06-17","game-01","help",487,5
"2013-06-17","game-01","help",692,32
"2013-06-17","game-01","help",778,3
"2013-06-17","game-01","help",851,2
"2013-06-17","game-01","help",861,4
"2013-06-17","game-01","help",941,4
"2013-06-17","game-01","help",972,11
"2013-06-17","game-01","help",974,8
"2013-06-17","game-01","help",999,2
"2013-06-17","game-01","help",1104,3
"2013-06-17","game-01","help",1121,11
"2013-06-17","game-01","help",1143,2
"2013-06-17","game-01","help",1158,8
"2013-06-17","game-01","help",1167,10
"2013-06-17","game-01","help",1184,17
"2013-06-17","game-01","help",1189,9
"2013-06-17","game-01","help",1269,9
"2013-06-17","game-01","help",1295,4
"2013-06-17","game-01","help",1398,2
"2013-06-17","game-01","help",1469,5
"2013-06-17","game-01","help",1481,2
"2013-06-17","game-01","help",1484,26
"2013-06-17","game-01","help",1590,2
"2013-06-17","game-01","help",1637,4
"2013-06-17","game-01","help",1769,5
"2013-06-17","game-01","help",1775,6
"2013-06-17","game-01","help",1789,5
"2013-06-17","game-01","help",1818,4
"2013-06-17","game-01","help",1861,9
"2013-06-17","game-01","help",1870,11
"2013-06-17","game-01","help",1914,1
"2013-06-17","game-01","help",1919,9
"2013-06-17","game-01","help",1921,5
"2013-06-17","game-01","help",1930,3
"2013-06-17","game-01","help",1940,2
"2013-06-17","game-01","help",1998,3
"2013-06-17","game-01","help",2014,1
"2013-06-17","game-01","help",2021,9
"2013-06-17","game-01","help",2062,4
"2013-06-17","game-01","help",2075,16
"2013-06-17","game-01","help",2087,6
"2013-06-17","game-01","help",2155,13
"2013-06-17","game-01","help",2158,4
"2013-06-17","game-01","help",2161,11
"2013-06-17","game-01","help",2162,21
"2013-06-17","game-01","help",2165,8
"2013-06-17","game-01","help",2167,35
"2013-06-17","game-01","help",2181,3
"2013-06-17","game-01","help",2185,5
"2013-06-17","game-01","help",2190,5
"2013-06-17","game-01","help",2191,14
"2013-06-17","game-01","help",2197,4
"2013-06-17","game-01","help",2200,5
"2013-06-17","game-01","help",2202,29
"2013-06-17","game-01","help",2206,5
"2013-06-17","game-01","help",2208,2
