"log_date","app_name","action_name","user_id","count"
"2013-08-12","game-01","battle",2167,2
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2167,2
"2013-08-12","game-01","battle",2167,1
"2013-08-12","game-01","battle",2975,6
"2013-08-12","game-01","battle",3790,3
"2013-08-12","game-01","battle",3790,1
"2013-08-12","game-01","battle",3790,1
"2013-08-12","game-01","battle",3790,1
"2013-08-12","game-01","battle",3790,1
"2013-08-12","game-01","battle",3790,6
"2013-08-12","game-01","battle",3790,1
"2013-08-12","game-01","battle",133,1
"2013-08-12","game-01","battle",133,1
"2013-08-12","game-01","battle",13,1
"2013-08-12","game-01","battle",13,2
"2013-08-12","game-01","battle",13,1
"2013-08-12","game-01","battle",1143,1
"2013-08-12","game-01","battle",2681,1
"2013-08-12","game-01","battle",3057,1
"2013-08-12","game-01","battle",3057,1
"2013-08-12","game-01","battle",3057,1
"2013-08-12","game-01","battle",3077,6
"2013-08-12","game-01","battle",3857,2
"2013-08-12","game-01","battle",4074,1
