"log_date"	"app_name"	"user_id"	"payment"
"2013-06-22"	"game-01"	343705	571
"2013-06-22"	"game-01"	698195	1333
"2013-06-22"	"game-01"	698195	1333
"2013-06-22"	"game-01"	698195	486
"2013-06-22"	"game-01"	804005	1333
"2013-06-22"	"game-01"	5332	1333
"2013-06-22"	"game-01"	5332	162
"2013-06-22"	"game-01"	692383	81
"2013-06-22"	"game-01"	144019	162
"2013-06-22"	"game-01"	596056	81
"2013-06-22"	"game-01"	922822	81
"2013-06-22"	"game-01"	726093	81
"2013-06-22"	"game-01"	194248	324
"2013-06-22"	"game-01"	194248	571
"2013-06-22"	"game-01"	194248	571
